entry,numberOfJets,numberOfBJets,met,jetPtRec[0],jetPtRec[1],jetPtRec[2],jetPtRec[3],jetEtaRec[0],jetEtaRec[1],jetEtaRec[2],jetEtaRec[3],jetPhiRec[0],jetPhiRec[1],jetPhiRec[2],jetPhiRec[3],jetMass[0],jetMass[1],jetMass[2],jetMass[3]
463,2,0,217.423,155.899,110.561,-1,-1,0.445055,0.939656,0,0,-2.39799,-1.05338,0,0,15.5039,10.8676,0,0
464,1,0,296.377,241.721,-1,-1,-1,-1.92826,0,0,0,-2.42569,0,0,0,19.8602,0,0,0
465,1,0,374.852,387.544,-1,-1,-1,-1.13977,0,0,0,-1.12012,0,0,0,32.0607,0,0,0
466,3,0,163.425,155.239,113.853,47.8122,-1,-1.16333,0.515082,-2.38943,0,2.76771,3.13068,-1.52197,0,30.5176,14.7983,10.3566,0
467,3,0,174.809,228.458,91.6308,43.6127,-1,1.99588,0.318699,-1.05258,0,0.039291,2.43167,-0.886104,0,27.8114,15.8244,7.37028,0
468,1,0,259.584,261.293,-1,-1,-1,1.26826,0,0,0,-2.8839,0,0,0,35.0809,0,0,0
469,1,0,173.303,207.795,-1,-1,-1,-0.839655,0,0,0,2.39271,0,0,0,23.0256,0,0,0
470,2,0,628.733,705.617,36.63,-1,-1,0.915443,2.22169,0,0,2.26957,-1.60901,0,0,44.3313,5.00956,0,0
471,2,0,337.124,229.598,73.3106,-1,-1,-1.29961,1.94381,0,0,0.501148,0.418868,0,0,25.5025,14.6287,0,0
472,3,0,255.511,238.186,50.2909,39.3212,-1,0.566255,1.02121,0.175317,0,1.14657,2.91317,2.34682,0,33.3382,9.68007,6.87367,0
473,2,0,189.569,223.689,64.9596,-1,-1,-1.09325,1.50054,0,0,1.25363,-1.1335,0,0,25.9897,9.38184,0,0
474,2,0,229.468,431.673,201.932,-1,-1,0.616164,-2.08812,0,0,-2.93527,0.0501687,0,0,38.8535,27.1853,0,0
475,1,0,210.731,193.237,-1,-1,-1,0.745543,0,0,0,2.62133,0,0,0,17.3375,0,0,0
476,1,0,194.376,215.775,-1,-1,-1,-2.23334,0,0,0,-0.758197,0,0,0,25.1243,0,0,0
477,1,0,232.628,256.387,-1,-1,-1,-0.288997,0,0,0,-1.7218,0,0,0,22.5872,0,0,0
478,2,0,211.056,164.729,132.445,-1,-1,-1.65586,-0.470432,0,0,0.592538,1.77073,0,0,26.5597,12.0193,0,0
479,1,0,186.862,196.831,-1,-1,-1,-1.92169,0,0,0,1.43749,0,0,0,42.92,0,0,0
480,2,0,341.321,378.309,38.5345,-1,-1,0.315547,-2.24813,0,0,2.05915,-0.801379,0,0,43.8396,5.90182,0,0
481,1,0,260.668,234.503,-1,-1,-1,-1.79685,0,0,0,-0.378161,0,0,0,18.6164,0,0,0
482,2,0,354.366,187.445,140.953,-1,-1,-1.73971,-1.56537,0,0,0.69448,0.258552,0,0,29.777,14.9046,0,0
483,1,0,230.986,256.88,-1,-1,-1,-2.16504,0,0,0,-0.350549,0,0,0,20.2745,0,0,0
484,2,0,393.013,267.691,103.38,-1,-1,-0.835621,-0.581183,0,0,2.56961,2.162,0,0,45.2287,13.0182,0,0
485,2,0,184.145,87.1436,70.2333,-1,-1,-0.315127,-0.816556,0,0,0.196975,0.269431,0,0,9.69828,8.08495,0,0
486,1,0,272.66,335.355,-1,-1,-1,2.36666,0,0,0,-2.65522,0,0,0,22.0858,0,0,0
487,1,0,352.529,344.797,-1,-1,-1,-1.94742,0,0,0,1.69741,0,0,0,25.5092,0,0,0
488,2,0,357.545,592.604,270.061,-1,-1,0.691435,1.46963,0,0,1.88603,-1.43453,0,0,38.0126,29.6361,0,0
489,1,0,475.777,502.47,-1,-1,-1,0.017069,0,0,0,2.69924,0,0,0,49.7041,0,0,0
490,1,0,320.726,215.67,-1,-1,-1,-0.782079,0,0,0,-0.277136,0,0,0,31.6003,0,0,0
491,4,0,270.634,280.732,74.3167,42.7037,38.6799,-2.36152,2.33591,1.99149,1.38066,-2.39541,2.14505,-1.00042,-0.667966,29.8971,12.2031,7.70384,7.28415
492,2,0,216.403,52.1852,36.3346,-1,-1,-0.103404,-1.60735,0,0,0.48662,0.36149,0,0,11.9363,8.14436,0,0
493,2,0,435.411,547.741,80.9931,-1,-1,0.593673,2.29047,0,0,-1.93729,0.988715,0,0,48.5311,13.0136,0,0
494,1,0,129.832,204.512,-1,-1,-1,-0.524783,0,0,0,-1.52708,0,0,0,24.4375,0,0,0
495,1,0,209.172,221.984,-1,-1,-1,-0.361489,0,0,0,-0.0654706,0,0,0,28.4252,0,0,0
496,3,0,94.584,199.406,110.571,49.6013,-1,0.391696,-0.516772,-0.175443,0,-1.36891,1.17027,1.80036,0,25.3441,11.0965,7.84418,0
497,1,0,174.958,199.164,-1,-1,-1,1.94023,0,0,0,0.17303,0,0,0,16.3302,0,0,0
498,2,0,62.0387,177.371,168.896,-1,-1,-0.812264,-0.0647587,0,0,-1.84403,1.13287,0,0,11.2664,17.2447,0,0
499,3,0,327.884,174.288,114.339,46.3648,-1,0.748994,-0.908687,1.64808,0,-1.8099,-1.86519,-2.15151,0,28.4345,17.1834,8.93524,0
500,2,0,274.18,198.035,161.034,-1,-1,1.42878,-1.40932,0,0,0.843618,2.36445,0,0,27.5782,22.169,0,0
501,4,0,451.88,218.57,211.194,119.006,54.7916,2.34115,-0.812383,1.09975,-1.11921,0.664561,-0.282032,-0.187209,1.68766,19.9478,30.1264,19.5591,10.3278
502,2,0,747.95,619.131,218.97,-1,-1,-0.828566,-0.0738413,0,0,2.64673,1.96034,0,0,37.9788,21.076,0,0
503,2,0,190.854,108.468,107.773,-1,-1,-0.437165,-1.34212,0,0,1.60144,1.70233,0,0,17.8937,22.1428,0,0
504,2,0,335.656,245.302,113.045,-1,-1,-1.01388,1.26333,0,0,1.78173,2.33724,0,0,26.886,13.8585,0,0
505,1,0,219.759,163.024,-1,-1,-1,0.367839,0,0,0,-2.97784,0,0,0,18.6459,0,0,0
506,1,0,188.641,208.338,-1,-1,-1,0.759381,0,0,0,-2.1489,0,0,0,21.67,0,0,0
507,2,0,442.507,338.349,169.571,-1,-1,-1.40207,2.10733,0,0,-2.92486,-1.92041,0,0,36.4623,15.1137,0,0
508,3,0,234.895,213.697,53.3034,48.9644,-1,0.419771,1.07793,1.85142,0,1.65008,-0.50605,0.223872,0,30.5146,11.2945,9.83824,0
509,1,0,221.812,139.108,-1,-1,-1,1.45437,0,0,0,-3.05598,0,0,0,14.2786,0,0,0
510,1,0,189.096,204.607,-1,-1,-1,1.61411,0,0,0,1.83765,0,0,0,28.1559,0,0,0
511,1,0,231.414,250.495,-1,-1,-1,1.75429,0,0,0,-1.40774,0,0,0,31.5795,0,0,0
512,2,0,259.441,186.709,69.3508,-1,-1,-1.43413,-0.769113,0,0,-1.95948,-1.86361,0,0,18.3814,9.67256,0,0
513,2,0,226.237,173.821,107.247,-1,-1,0.668836,1.56373,0,0,-2.92203,-1.26544,0,0,35.975,24.4169,0,0
514,2,0,168.665,116.026,65.5643,-1,-1,0.438878,0.732186,0,0,-3.11479,-2.61841,0,0,14.258,8.42289,0,0
515,2,0,277.14,169.68,86.9748,-1,-1,-0.378722,1.11363,0,0,3.07321,3.00734,0,0,30.2748,13.4252,0,0
516,1,0,243.586,208.962,-1,-1,-1,1.31753,0,0,0,0.434326,0,0,0,32.5269,0,0,0
517,4,0,185.922,152.22,46.0489,44.8266,36.4713,0.0685436,-0.0152631,-0.97285,1.68357,1.14418,1.8884,-1.17733,-1.37303,10.7302,7.37289,9.63285,6.56539
518,2,0,602.992,541.647,63.0474,-1,-1,-1.5068,1.87409,0,0,-0.350923,-1.04495,0,0,42.798,5.43485,0,0
519,2,0,144.37,279.385,92.3763,-1,-1,-1.13878,2.01907,0,0,-1.7127,1.76799,0,0,20.4118,13.9856,0,0
520,1,0,248.123,259.48,-1,-1,-1,-1.4233,0,0,0,-2.53539,0,0,0,34.7922,0,0,0
521,2,0,238.319,307.181,63.8052,-1,-1,0.355273,-0.785953,0,0,0.463047,-0.0424698,0,0,27.189,11.8344,0,0
522,3,0,422.694,280.362,102.294,59.2283,-1,-1.29899,1.00099,-0.679561,0,2.63376,-2.95935,-3.11646,0,42.135,14.1034,12.5911,0
523,2,0,129.25,253.791,36.2302,-1,-1,-1.06466,-0.284307,0,0,-2.99543,0.739431,0,0,30.0017,7.42209,0,0
524,3,0,266.151,151.522,82.149,54.9423,-1,-1.28485,1.24182,-1.01472,0,0.90129,-0.95726,1.37463,0,19.2731,16.9896,8.79742,0
525,3,0,370.613,202.119,81.2298,67.1956,-1,-0.239803,-1.87079,-1.01888,0,1.00781,-0.160587,1.35993,0,20.2673,13.9459,12.3653,0
526,2,0,112.992,223.698,58.9668,-1,-1,-1.0658,-1.89228,0,0,1.51967,-1.19157,0,0,35.8727,14.3624,0,0
527,1,0,175.737,199.503,-1,-1,-1,0.949681,0,0,0,0.753647,0,0,0,16.2603,0,0,0
528,3,0,263.06,345.12,42.3986,37.29,-1,-1.03451,2.06386,1.63394,0,1.69243,-2.24095,-0.978608,0,36.7101,9.58706,7.47314,0
529,2,0,130.822,242.093,89.5349,-1,-1,1.32844,-0.059991,0,0,-2.74402,0.740152,0,0,35.9957,14.7308,0,0
530,2,0,236.921,204.265,35.0227,-1,-1,1.00848,1.63636,0,0,0.382853,0.56443,0,0,27.5516,7.8636,0,0
531,1,0,264.693,244.628,-1,-1,-1,-0.396432,0,0,0,-0.399725,0,0,0,21.055,0,0,0
532,3,0,218.651,112.534,66.5267,42.2667,-1,0.89787,0.823921,-0.256023,0,1.25232,2.16721,1.27766,0,15.3447,11.1007,6.54089,0
533,2,0,443.232,428.974,120.443,-1,-1,-0.821816,-1.00027,0,0,2.79449,-2.23513,0,0,42.3499,14.8407,0,0
534,1,0,272.212,301.841,-1,-1,-1,1.731,0,0,0,2.62581,0,0,0,21.5926,0,0,0
535,2,0,213.046,271.928,93.3333,-1,-1,0.474019,0.933903,0,0,-1.1519,-3.0333,0,0,36.9126,16.184,0,0
536,1,0,325.882,288.466,-1,-1,-1,-1.14183,0,0,0,-0.647009,0,0,0,55.5721,0,0,0
537,2,0,226.672,266.051,37.3389,-1,-1,-2.06446,-0.0255679,0,0,1.01371,-1.05251,0,0,31.9118,7.48923,0,0
538,1,0,247.915,243.221,-1,-1,-1,-2.35384,0,0,0,-2.34581,0,0,0,38.2636,0,0,0
539,2,0,136.509,157.486,59.1293,-1,-1,0.580174,0.773101,0,0,-1.4291,-2.46574,0,0,20.1783,8.21244,0,0
540,2,0,266.295,294.923,36.5359,-1,-1,-1.3151,-1.48911,0,0,0.978535,-2.08491,0,0,22.431,8.55028,0,0
541,1,0,550.877,579.873,-1,-1,-1,1.02778,0,0,0,0.38488,0,0,0,37.1095,0,0,0
542,1,0,211.687,112.382,-1,-1,-1,1.60637,0,0,0,1.27792,0,0,0,13.8486,0,0,0
543,3,0,342.34,331.599,77.9453,68.3361,-1,1.18842,-1.66071,0.419104,0,0.967225,-0.989746,2.52742,0,25.6471,7.50424,10.3964,0
544,2,0,153.454,138.627,105.03,-1,-1,-1.79454,1.54444,0,0,1.26658,-0.6817,0,0,13.7015,14.3717,0,0
545,1,0,283.386,407.008,-1,-1,-1,-2.22612,0,0,0,-2.64859,0,0,0,63.2653,0,0,0
546,1,0,250.495,311.949,-1,-1,-1,-0.561877,0,0,0,1.36845,0,0,0,24.9584,0,0,0
547,1,0,282.256,292.743,-1,-1,-1,-1.51883,0,0,0,1.21693,0,0,0,25.5231,0,0,0
548,1,0,209.662,202.343,-1,-1,-1,-0.254731,0,0,0,-2.79284,0,0,0,20.3805,0,0,0
549,1,0,196.678,184.225,-1,-1,-1,0.752938,0,0,0,-0.622283,0,0,0,21.4388,0,0,0
550,1,0,252.623,223.63,-1,-1,-1,0.503235,0,0,0,0.954928,0,0,0,33.792,0,0,0
551,2,0,263.981,218.569,56.63,-1,-1,-0.00948887,-0.484323,0,0,-3.04705,3.00679,0,0,25.8955,7.78147,0,0
552,4,0,174.385,198.303,73.8202,44.7108,40.8337,0.112794,2.11615,-1.02582,0.58588,2.54688,2.68228,-0.0439713,2.0988,22.2808,9.08288,10.1517,8.38481
553,2,0,252.611,276.179,37.3791,-1,-1,2.17837,2.0545,0,0,-2.68031,0.715818,0,0,28.9366,8.60539,0,0
554,1,0,258.002,261.39,-1,-1,-1,0.546606,0,0,0,-0.305066,0,0,0,29.404,0,0,0
555,2,0,82.0248,179.205,80.8819,-1,-1,-1.57931,-2.07008,0,0,-1.20036,1.96375,0,0,25.0204,14.0231,0,0
556,1,0,339.786,296.008,-1,-1,-1,0.220966,0,0,0,-2.62517,0,0,0,37.4836,0,0,0
557,2,0,302.035,267.771,58.5621,-1,-1,1.63799,-0.894168,0,0,0.983671,0.357087,0,0,16.0136,9.41833,0,0
558,1,0,217.413,211.286,-1,-1,-1,1.41386,0,0,0,2.19799,0,0,0,34.4986,0,0,0
559,1,0,177.778,182.078,-1,-1,-1,0.25664,0,0,0,0.344768,0,0,0,26.5661,0,0,0
560,1,0,155.476,189.992,-1,-1,-1,-1.5804,0,0,0,-0.680549,0,0,0,36.1174,0,0,0
561,4,0,432.89,200.643,174.567,43.2154,41.3656,0.293486,1.01192,1.4596,2.1342,0.821845,2.21441,2.06357,1.28065,16.406,30.9117,8.08189,7.94647
562,2,0,167.673,129.662,127.949,-1,-1,-0.277405,-0.225656,0,0,-3.09826,1.67919,0,0,23.2821,15.0493,0,0
563,1,0,285.018,260.807,-1,-1,-1,0.687092,0,0,0,0.806073,0,0,0,24.678,0,0,0
564,2,0,255.394,233.599,104.711,-1,-1,1.82163,0.353883,0,0,-2.2197,3.07402,0,0,31.3188,14.9162,0,0
565,2,0,257.305,298.837,212.176,-1,-1,-0.45355,0.73636,0,0,-0.487292,-2.22213,0,0,30.0548,34.4603,0,0
566,1,0,194.652,170.651,-1,-1,-1,2.38133,0,0,0,1.5895,0,0,0,15.3832,0,0,0
567,2,0,120.363,205.99,89.4211,-1,-1,0.310858,0.531493,0,0,-2.12137,0.610622,0,0,31.7037,16.538,0,0
568,1,0,364.794,348.108,-1,-1,-1,0.807008,0,0,0,0.139502,0,0,0,27.3583,0,0,0
569,1,0,211.293,226.835,-1,-1,-1,-0.996215,0,0,0,2.24332,0,0,0,24.0676,0,0,0
570,3,0,310.219,597.776,298.242,45.5383,-1,0.366146,2.08236,1.04037,0,-0.232305,3.05622,-0.616324,0,28.6948,34.5877,8.95415,0
571,2,0,224.656,125.269,113.314,-1,-1,0.960749,1.49785,0,0,3.10332,3.02366,0,0,17.6536,12.5186,0,0
572,2,0,146.739,129.788,68.0331,-1,-1,0.337761,1.88782,0,0,2.90677,2.48768,0,0,17.1222,12.6557,0,0
573,1,0,280.573,311.303,-1,-1,-1,-0.192545,0,0,0,-0.438173,0,0,0,39.3488,0,0,0
574,4,0,54.3494,181.341,62.2456,54.1315,37.5841,-0.227943,0.307381,-0.0647679,0.997817,-0.821024,2.16314,1.82022,2.38852,27.1586,11.8428,6.60925,8.58169
575,1,0,181.705,115.906,-1,-1,-1,2.29527,0,0,0,-0.295208,0,0,0,12.0863,0,0,0
576,3,0,196.13,241.457,48.5132,36.9762,-1,-0.548392,-1.94861,2.394,0,-2.6557,2.01391,0.719,0,42.2989,10.695,5.91306,0
577,1,0,162.314,192.647,-1,-1,-1,-1.37777,0,0,0,-1.74291,0,0,0,25.4271,0,0,0
578,2,0,217.172,223.194,119.997,-1,-1,-0.336471,0.644806,0,0,-0.970646,0.682717,0,0,39.5495,15.8484,0,0
579,2,0,628.41,566.387,138.378,-1,-1,1.04025,-1.91816,0,0,0.80874,1.72415,0,0,22.1119,12.374,0,0
580,2,0,292.397,146.542,129.42,-1,-1,-0.287427,-0.479859,0,0,-0.217837,0.166664,0,0,17.5981,13.4074,0,0
581,1,0,301.326,276.854,-1,-1,-1,1.67705,0,0,0,2.3852,0,0,0,36.9889,0,0,0
582,2,0,275.5,127.052,103.624,-1,-1,-0.241739,0.555168,0,0,1.02926,0.644399,0,0,21.8715,13.6536,0,0
583,1,0,308.376,296.449,-1,-1,-1,0.160663,0,0,0,-0.383383,0,0,0,32.814,0,0,0
584,3,0,786.876,958.113,128.025,45.9039,-1,-0.615253,1.21689,1.9697,0,-1.19627,1.7042,0.640344,0,98.424,22.1288,7.97395,0
585,2,0,434.163,352.283,205.156,-1,-1,1.80743,-0.99976,0,0,0.784937,2.17343,0,0,32.8947,20.571,0,0
586,2,0,391.137,455.392,46.4661,-1,-1,0.241765,1.10153,0,0,-2.72801,-0.190568,0,0,67.6045,9.28269,0,0
587,2,0,195.669,197.735,44.8133,-1,-1,1.16269,-0.337708,0,0,2.89119,-1.81046,0,0,16.1698,5.7044,0,0
588,1,0,274.254,207.468,-1,-1,-1,0.641749,0,0,0,1.81598,0,0,0,22.4419,0,0,0
589,1,0,806.428,863.347,-1,-1,-1,-0.939593,0,0,0,-0.987858,0,0,0,78.2555,0,0,0
590,2,0,227.32,212.722,106.765,-1,-1,1.02279,1.34548,0,0,-1.97101,2.20996,0,0,35.1737,16.3739,0,0
591,2,0,171.846,214.994,44.752,-1,-1,2.36223,0.227543,0,0,0.492209,-1.18117,0,0,33.3536,5.31064,0,0
592,1,0,240.316,208.175,-1,-1,-1,1.76994,0,0,0,-0.371352,0,0,0,26.5887,0,0,0
593,3,0,312.887,334.878,261.694,38.2717,-1,-2.33198,0.886637,-1.11001,0,-0.218773,2.11807,1.28404,0,27.039,23.017,6.47761,0
594,1,0,209.465,192.657,-1,-1,-1,-1.21888,0,0,0,-1.58064,0,0,0,21.4992,0,0,0
595,1,0,442.681,472.85,-1,-1,-1,-1.31401,0,0,0,1.69698,0,0,0,51.1091,0,0,0
596,3,0,151.696,209.901,89.5347,56.0515,-1,1.89413,-2.15076,-1.96996,0,1.50826,-2.2931,-2.798,0,38.3253,17.9349,10.4338,0
597,1,0,425.759,386.962,-1,-1,-1,0.447876,0,0,0,-1.46569,0,0,0,74.8636,0,0,0
598,1,0,190.771,213.862,-1,-1,-1,-1.66727,0,0,0,2.16953,0,0,0,31.9897,0,0,0
599,3,0,116.981,178.823,160.582,88.2279,-1,-0.359509,1.20872,2.29363,0,1.27772,-1.96122,-1.05219,0,27.8064,20.1694,11.6519,0
600,4,0,56.4821,235.407,77.9521,68.9531,53.9766,-1.10667,-2.25551,1.54736,-0.320943,2.3266,-1.27575,0.999888,-1.71464,28.9534,13.3032,15.8968,6.79071
601,2,0,281.405,366.781,126.854,-1,-1,-2.37083,-0.0303468,0,0,-1.69513,1.10752,0,0,24.8341,25.4,0,0
602,2,0,219.885,259.995,56.3513,-1,-1,1.50987,0.505164,0,0,0.901679,2.52115,0,0,24.6758,5.46314,0,0
603,1,0,168.203,163.944,-1,-1,-1,-1.16643,0,0,0,2.05756,0,0,0,39.446,0,0,0
604,4,0,327.641,304.629,195.9,148.987,39.5233,1.09198,-0.787433,-1.74031,-1.25702,1.74298,-3.13216,0.0387744,2.61744,35.2856,30.0862,18.0189,6.3462
605,1,0,605.671,590.852,-1,-1,-1,-1.8164,0,0,0,2.1476,0,0,0,59.1656,0,0,0
606,1,0,214.669,183.274,-1,-1,-1,0.53764,0,0,0,0.729939,0,0,0,19.1751,0,0,0
607,1,0,206.235,208.143,-1,-1,-1,0.341684,0,0,0,0.385739,0,0,0,26.5931,0,0,0
608,1,0,245.184,304.699,-1,-1,-1,-0.255927,0,0,0,-2.58453,0,0,0,23.7324,0,0,0
609,1,0,150.638,214.589,-1,-1,-1,1.07167,0,0,0,2.56335,0,0,0,32.5234,0,0,0
610,1,0,130.649,164.377,-1,-1,-1,1.29368,0,0,0,-2.71389,0,0,0,28.4503,0,0,0
611,2,0,110.782,225.354,113.901,-1,-1,0.556041,1.93509,0,0,2.52978,-0.896048,0,0,26.0297,14.4707,0,0
612,1,0,180.349,156.877,-1,-1,-1,-1.1081,0,0,0,-1.14183,0,0,0,22.2872,0,0,0
613,2,0,378.04,319.829,77.5651,-1,-1,-0.538953,-0.112889,0,0,2.36471,2.24519,0,0,34.8402,6.50302,0,0
614,2,0,411.517,277.922,196.696,-1,-1,0.0512954,0.655205,0,0,-0.52336,-1.37854,0,0,30.2622,20.292,0,0
615,1,0,104.647,201.031,-1,-1,-1,-0.444414,0,0,0,-0.0878289,0,0,0,24.4509,0,0,0
616,2,0,69.9366,185.555,38.1286,-1,-1,-2.12554,0.436326,0,0,1.07237,-1.61095,0,0,29.7649,7.38053,0,0
617,1,0,179.996,217.907,-1,-1,-1,-0.154455,0,0,0,-0.750458,0,0,0,17.4101,0,0,0
618,1,0,152.972,196.399,-1,-1,-1,1.49516,0,0,0,-1.28959,0,0,0,24.222,0,0,0
619,2,0,123.167,192.63,92.6372,-1,-1,-0.229265,-1.85168,0,0,-2.74443,0.400878,0,0,28.1579,12.5813,0,0
620,3,0,57.74,122.999,103.737,69.248,-1,-1.74347,-0.312698,-1.30721,0,1.10092,-1.98473,1.6219,0,23.969,11.325,12.0661,0
621,2,0,378.062,223.578,211.406,-1,-1,0.455985,-0.315201,0,0,0.13328,-0.442718,0,0,18.2339,22.6856,0,0
622,1,0,223.768,231.173,-1,-1,-1,0.803177,0,0,0,-1.62317,0,0,0,20.4997,0,0,0
623,1,0,336.684,298.894,-1,-1,-1,0.07602,0,0,0,2.54995,0,0,0,31.8432,0,0,0
624,2,0,226.197,131.202,118.505,-1,-1,-1.33186,-1.24125,0,0,-2.91208,2.59127,0,0,19.5529,16.126,0,0
625,3,0,294.822,293.547,149.92,60.3663,-1,-0.0294246,-2.10626,0.496046,0,-1.07268,1.23617,0.108534,0,22.9326,20.6236,13.0605,0
626,2,0,431.63,289.589,186.032,-1,-1,-1.26306,-1.36399,0,0,-1.66977,-0.916456,0,0,30.9786,26.4615,0,0
627,2,0,338.604,256.777,36.4688,-1,-1,-1.89439,-1.91187,0,0,2.30124,1.84386,0,0,41.2301,6.7569,0,0
628,2,0,228.483,141.21,52.5891,-1,-1,-2.21208,2.01548,0,0,-2.40566,-1.37506,0,0,17.2442,5.82305,0,0
629,2,0,343.971,308.68,50.8134,-1,-1,-0.369037,-1.7176,0,0,-1.27039,-0.833132,0,0,23.8522,9.86485,0,0
630,3,0,443.608,426.937,94.8006,51.7086,-1,-0.907662,0.319919,1.50368,0,-2.53204,-2.61544,0.56719,0,73.5498,16.5655,12.6274,0
631,2,0,319.282,350.181,38.3355,-1,-1,1.28577,-0.433228,0,0,-0.328692,-2.50964,0,0,11.139,4.54628,0,0
632,2,0,437.4,508.645,51.9578,-1,-1,0.0255477,-1.38199,0,0,-1.0455,2.86382,0,0,35.9038,10.9883,0,0
633,2,0,133.032,367.219,258.703,-1,-1,-2.04127,-0.404359,0,0,1.73244,-1.1858,0,0,28.0126,39.7916,0,0
634,2,0,208.988,175.155,41.2667,-1,-1,-1.60057,0.0593037,0,0,2.95512,2.13405,0,0,21.3441,9.15637,0,0
635,2,0,149.147,216.206,47.5352,-1,-1,-1.54773,-2.2585,0,0,0.595869,-1.88331,0,0,28.7567,8.01265,0,0
636,5,0,326.45,274.039,97.452,51.3699,49.9216,1.62845,0.352124,1.62659,2.30776,-2.05685,1.35427,2.9505,-2.3214,37.1798,14.9608,11.9279,11.1919
637,3,0,104.419,184.796,74.165,47.8859,-1,1.17873,0.701404,1.35664,0,-1.47911,1.21038,0.949816,0,32.527,11.2191,7.34811,0
638,2,0,267.823,150.897,147.964,-1,-1,-0.994856,-1.55144,0,0,-1.13411,-1.70325,0,0,17.2611,29.9491,0,0
639,2,0,168.445,205.752,124.763,-1,-1,-0.403228,0.913514,0,0,-2.75878,1.55709,0,0,26.3757,12.3507,0,0
640,3,0,30.6356,257.069,151.552,107.961,-1,-0.366294,1.29015,0.305186,0,1.50269,-1.58269,-1.38252,0,52.712,14.6227,14.0047,0
641,2,0,198.149,245.298,68.9739,-1,-1,0.184253,-0.871475,0,0,-2.344,-0.0871263,0,0,52.1385,7.41115,0,0
642,1,0,356.658,195.872,-1,-1,-1,2.13968,0,0,0,-1.5828,0,0,0,11.1881,0,0,0
643,2,0,275.916,135.979,112.124,-1,-1,1.94562,1.0991,0,0,1.58869,1.49398,0,0,19.6064,13.8311,0,0
644,2,0,201.8,216.949,51.5604,-1,-1,-2.14675,1.52234,0,0,1.77914,-2.40781,0,0,41.249,11.4468,0,0
645,2,0,315.668,246.357,132.095,-1,-1,2.31322,-1.78296,0,0,-0.425629,-1.45674,0,0,21.5694,19.197,0,0
646,2,0,230.323,217.19,80.2666,-1,-1,-1.03523,-1.0549,0,0,-0.453023,1.54826,0,0,35.5856,14.9466,0,0
647,1,0,584.409,291.709,-1,-1,-1,-1.83012,0,0,0,2.1398,0,0,0,23.3247,0,0,0
648,1,0,244.781,36.3948,-1,-1,-1,0.125959,0,0,0,-2.36306,0,0,0,5.04624,0,0,0
649,1,0,417.629,385.332,-1,-1,-1,-0.712248,0,0,0,1.79747,0,0,0,20.813,0,0,0
650,1,0,309.258,178.054,-1,-1,-1,-1.217,0,0,0,-3.13194,0,0,0,18.3328,0,0,0
651,3,0,227.577,217.464,60.6429,35.7326,-1,-0.77811,-0.231567,-0.498137,0,0.970444,0.57782,0.233751,0,22.8379,13.1746,6.05045,0
652,2,0,317.598,255.347,54.0434,-1,-1,-0.735551,0.594546,0,0,0.871454,0.529223,0,0,52.2548,11.0258,0,0
653,2,0,290.859,75.2852,58.433,-1,-1,-1.07831,-0.9905,0,0,-1.53086,1.48179,0,0,10.5266,6.97683,0,0
654,2,0,53.5058,237.578,234.764,-1,-1,-0.972908,-1.84465,0,0,-2.07158,1.39024,0,0,14.1513,21.8268,0,0
655,3,0,255.207,233.8,182.135,99.4907,-1,-1.59046,-1.63626,0.451457,0,-0.648356,1.52279,1.14406,0,34.6306,39.9849,17.1287,0
656,2,0,129.33,176.556,88.2092,-1,-1,-1.64641,0.378824,0,0,-0.52746,3.02931,0,0,23.7362,12.6958,0,0
657,2,0,244.816,251.544,61.3015,-1,-1,-0.328687,-1.62726,0,0,1.25079,-2.29205,0,0,22.578,8.74737,0,0
658,3,0,262.987,396.837,134.615,63.6485,-1,0.594859,1.45849,0.868395,0,1.71758,-1.67539,0.458655,0,31.7897,12.4766,16.5673,0
659,0,0,283.137,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
660,2,0,101.227,202.915,103.873,-1,-1,-0.131356,-0.676156,0,0,-2.23923,1.15612,0,0,22.2058,20.6187,0,0
661,4,0,95.2396,89.6034,74.8583,58.8612,38.4934,-0.116228,-0.483599,1.09611,-0.283594,-1.67872,0.210792,-2.32621,-2.66306,13.924,13.267,9.05493,7.98586
662,2,0,141.878,205.889,77.4506,-1,-1,1.49284,0.966118,0,0,-1.5476,1.81913,0,0,19.2083,13.3351,0,0
663,2,0,357.843,449.46,41.0056,-1,-1,1.155,0.61512,0,0,0.60129,-0.99451,0,0,40.0004,8.79166,0,0
664,1,0,236.854,290.156,-1,-1,-1,1.09469,0,0,0,-1.44759,0,0,0,39.6029,0,0,0
665,1,0,370.732,455.043,-1,-1,-1,1.20378,0,0,0,-2.97434,0,0,0,26.0272,0,0,0
666,1,0,354.655,384.575,-1,-1,-1,-0.151979,0,0,0,-2.43582,0,0,0,38.8619,0,0,0
667,1,0,376.298,307.072,-1,-1,-1,1.30581,0,0,0,0.97602,0,0,0,22.5075,0,0,0
668,3,0,109.48,144.049,108.761,90.6154,-1,-0.0297205,-0.614243,-0.347103,0,0.145217,2.86193,1.38363,0,24.3425,19.3817,15.1983,0
669,1,0,319.74,286.863,-1,-1,-1,-1.91417,0,0,0,-1.89898,0,0,0,22.9906,0,0,0
