entry,numberOfJets,numberOfBJets,met,jetPtRec[0],jetPtRec[1],jetPtRec[2],jetPtRec[3],jetEtaRec[0],jetEtaRec[1],jetEtaRec[2],jetEtaRec[3],jetPhiRec[0],jetPhiRec[1],jetPhiRec[2],jetPhiRec[3],jetMass[0],jetMass[1],jetMass[2],jetMass[3]
0,1,0,268.111,202.302,-1,-1,-1,0.377567,0,0,0,2.04327,0,0,0,26.5145,0,0,0
1,2,0,214.842,159.051,63.9462,-1,-1,0.495068,0.822198,0,0,-0.538489,0.0884905,0,0,11.4211,11.4206,0,0
2,2,0,232.337,184.076,80.3384,-1,-1,1.36691,1.67469,0,0,1.6692,1.20573,0,0,34.509,8.30323,0,0
3,1,0,258.671,293.22,-1,-1,-1,-2.10024,0,0,0,1.18768,0,0,0,16.966,0,0,0
4,2,0,275.886,195.242,85.5631,-1,-1,0.444885,-0.418775,0,0,0.662023,0.568017,0,0,50.0276,15.6228,0,0
5,1,0,536.674,544.622,-1,-1,-1,0.354066,0,0,0,0.935543,0,0,0,101.173,0,0,0
6,1,0,413.119,358.616,-1,-1,-1,-0.955436,0,0,0,0.845745,0,0,0,79.703,0,0,0
7,1,0,232.344,225.11,-1,-1,-1,2.08684,0,0,0,-0.998261,0,0,0,15.8973,0,0,0
8,2,0,225.958,290.571,47.3903,-1,-1,-0.593594,1.7441,0,0,2.91448,-0.371575,0,0,34.2248,13.0397,0,0
9,1,0,141.354,168.192,-1,-1,-1,0.48063,0,0,0,-2.38225,0,0,0,25.2877,0,0,0
10,1,0,234.737,227.401,-1,-1,-1,-0.775828,0,0,0,0.2373,0,0,0,43.2345,0,0,0
11,2,0,396.676,378.162,45.3332,-1,-1,1.25019,0.789263,0,0,-1.23652,-1.80699,0,0,45.2506,9.7981,0,0
12,1,0,220.284,234.152,-1,-1,-1,-0.087785,0,0,0,-0.647257,0,0,0,20.3752,0,0,0
13,2,0,54.615,158.478,121.419,-1,-1,-0.910361,0.0828498,0,0,-2.12491,1.01134,0,0,27.0963,25.6619,0,0
14,1,0,174.882,174.713,-1,-1,-1,1.35003,0,0,0,2.41809,0,0,0,20.1193,0,0,0
15,3,0,238.962,88.3546,81.8578,56.3176,-1,1.04935,0.560748,1.57507,0,0.915712,2.58937,1.13642,0,10.4665,13.4609,11.2589,0
16,2,0,207.883,199.416,47.2433,-1,-1,-0.577915,-0.791583,0,0,-0.287411,-1.17856,0,0,36.2082,9.04184,0,0
17,1,0,413.421,342.731,-1,-1,-1,-1.86291,0,0,0,-0.752579,0,0,0,21.2828,0,0,0
18,2,0,185.511,178.65,42.2706,-1,-1,0.377902,1.12368,0,0,1.01967,0.961039,0,0,29.1549,7.23168,0,0
19,2,0,319.365,280.317,86.9821,-1,-1,-0.125973,1.11664,0,0,2.56135,-2.23255,0,0,25.8103,8.77824,0,0
20,7,0,326.854,251.593,174.048,146.29,124.383,0.707743,-0.562766,-1.90531,1.79562,0.0707029,2.38613,2.78911,-2.74753,17.9617,18.6712,26.6924,15.4188
21,2,0,90.2899,81.604,57.7528,-1,-1,2.09308,1.60259,0,0,2.52189,-1.40702,0,0,12.7114,9.96858,0,0
22,2,0,413.271,426.246,40.4891,-1,-1,0.737294,0.421124,0,0,-1.57619,-1.93661,0,0,33.0346,7.14156,0,0
23,1,0,149.608,159.951,-1,-1,-1,1.0791,0,0,0,1.6765,0,0,0,21.1366,0,0,0
24,1,0,164.709,227.599,-1,-1,-1,-1.82862,0,0,0,-0.394843,0,0,0,23.5461,0,0,0
25,3,0,320.381,252.949,174.574,80.1922,-1,1.28565,0.803084,2.07203,0,-2.96522,2.13324,1.05937,0,21.6245,13.709,10.3552,0
26,1,0,241.484,227.24,-1,-1,-1,-1.79922,0,0,0,-0.564866,0,0,0,19.9285,0,0,0
27,2,0,520.337,624.86,139.024,-1,-1,0.768624,-0.153239,0,0,-0.243135,2.35954,0,0,55.9609,18.0036,0,0
28,1,0,285.148,37.9901,-1,-1,-1,2.32302,0,0,0,1.1689,0,0,0,6.8154,0,0,0
29,3,0,164.642,208.148,67.9422,36.9376,-1,-0.361113,-1.52788,-1.48802,0,-2.00967,0.686659,0.268004,0,17.6296,11.3281,7.20901,0
30,2,0,260.173,210.947,54.6896,-1,-1,1.40335,-0.327725,0,0,2.90762,1.95153,0,0,37.5788,6.80806,0,0
31,1,0,198.343,189.867,-1,-1,-1,0.447671,0,0,0,1.80324,0,0,0,18.1916,0,0,0
32,1,0,248.531,147.774,-1,-1,-1,-1.20096,0,0,0,2.89774,0,0,0,29.8028,0,0,0
33,1,0,221.266,203.258,-1,-1,-1,0.511165,0,0,0,0.170229,0,0,0,34.6969,0,0,0
34,4,0,183.578,129.031,108.21,47.7039,35.8332,1.96131,1.3004,1.04782,-2.07519,-1.45769,-1.06935,-2.04619,1.55606,16.8155,15.6444,9.33747,6.21588
35,1,0,423.185,480.406,-1,-1,-1,1.20637,0,0,0,0.0945541,0,0,0,28.3466,0,0,0
36,3,0,765.77,610.273,115.866,113.686,-1,-1.91868,0.0554073,-0.542026,0,2.61333,2.96311,1.66248,0,50.7374,14.2826,7.81056,0
37,1,0,325.871,306.906,-1,-1,-1,1.22304,0,0,0,1.7791,0,0,0,33.1541,0,0,0
38,2,0,221.207,210.982,62.7528,-1,-1,0.719341,-2.09115,0,0,-1.94311,1.01999,0,0,26.4136,9.60837,0,0
39,3,0,258.337,167.5,61.2599,47.0946,-1,-1.55922,0.298677,0.839481,0,0.69201,1.6269,1.10964,0,16.3787,12.8205,7.32278,0
40,2,0,259.889,128.521,117.962,-1,-1,1.49872,1.5984,0,0,0.346397,1.44975,0,0,15.0133,13.1258,0,0
41,3,0,193.49,269.29,84.0589,35.9844,-1,-0.25483,-1.87027,-0.671674,0,2.93772,-0.719014,-2.77196,0,43.3947,11.7022,5.07154,0
42,2,0,325.972,313.413,81.1037,-1,-1,-1.33642,0.585875,0,0,1.25168,1.01113,0,0,34.5548,15.0924,0,0
43,3,0,145.37,206.674,68.1339,46.7902,-1,0.161886,2.3488,-0.727599,0,-2.1035,2.11926,-0.800642,0,23.0344,5.74327,10.8003,0
44,1,0,176.551,207.07,-1,-1,-1,2.26563,0,0,0,2.36482,0,0,0,21.2051,0,0,0
45,2,0,294.621,227.726,91.1754,-1,-1,-0.129717,0.118454,0,0,-1.56526,-2.14575,0,0,21.3511,10.575,0,0
46,2,0,132.053,228.747,58.4035,-1,-1,-0.298769,1.10169,0,0,-1.55013,1.65108,0,0,26.6868,13.2119,0,0
47,2,0,294.827,153.993,111.283,-1,-1,-0.591153,-1.80731,0,0,-0.144931,-0.376379,0,0,22.033,13.4724,0,0
48,3,0,312.903,184.336,103.449,45.081,-1,2.35308,-2.30392,2.10699,0,2.07758,2.07718,2.50679,0,28.9214,10.7454,8.0009,0
49,1,0,298.335,310.469,-1,-1,-1,-1.76941,0,0,0,1.92526,0,0,0,62.8211,0,0,0
50,3,0,238.706,43.66,38.8087,35.2116,-1,-2.17381,0.577808,-0.462931,0,0.621183,0.536475,0.958493,0,7.15025,6.85416,4.76012,0
51,1,0,261.903,172.063,-1,-1,-1,0.277181,0,0,0,-1.2038,0,0,0,23.4678,0,0,0
52,2,0,194.929,166.85,102.486,-1,-1,-0.745755,0.293709,0,0,-2.03245,-1.54267,0,0,23.1785,14.6642,0,0
53,3,0,359.531,199.804,136.605,42.506,-1,-0.114384,1.97932,0.263619,0,-0.876536,-0.542396,0.124081,0,34.1938,15.065,8.43899,0
54,1,0,185.936,220.197,-1,-1,-1,1.20819,0,0,0,-1.50279,0,0,0,20.2563,0,0,0
55,1,0,247.615,173.386,-1,-1,-1,0.0708678,0,0,0,-2.50782,0,0,0,40.7185,0,0,0
56,1,0,265.873,289.399,-1,-1,-1,-0.992669,0,0,0,-0.00841758,0,0,0,42.4172,0,0,0
57,3,0,328.635,513.302,186.454,43.0109,-1,-0.63409,-0.940515,-0.71238,0,-0.00562407,-2.59359,0.676005,0,47.0766,18.937,4.9241,0
58,3,0,319.388,175.441,102.294,72.5918,-1,-0.907398,-2.21461,-2.22401,0,-3.07246,-2.02631,-2.44788,0,28.4729,11.0423,7.45001,0
59,1,0,318.955,300.847,-1,-1,-1,1.24863,0,0,0,0.791139,0,0,0,42.7522,0,0,0
60,4,0,229.397,248.652,91.6883,90.5758,41.3901,1.01219,0.427571,2.05835,1.92577,-2.89185,-2.64743,0.754248,0.238727,40.3478,14.1303,14.7465,5.5465
61,1,0,265.229,302.878,-1,-1,-1,0.39592,0,0,0,2.74897,0,0,0,23.5173,0,0,0
62,2,0,310.248,247,82.2444,-1,-1,-2.17541,-0.288085,0,0,-1.92731,-2.87132,0,0,13.5072,12.6361,0,0
63,1,0,212.957,203.856,-1,-1,-1,0.536521,0,0,0,-2.45747,0,0,0,25.4367,0,0,0
64,0,0,227.385,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
65,2,0,383.154,448.59,80.5343,-1,-1,0.327331,2.39574,0,0,2.17414,-0.840478,0,0,32.3956,12.6547,0,0
66,1,0,145.059,187.889,-1,-1,-1,1.5,0,0,0,2.08928,0,0,0,18.3443,0,0,0
67,1,0,191.324,196.374,-1,-1,-1,-2.39334,0,0,0,-1.95534,0,0,0,12.7213,0,0,0
68,1,0,454.72,460.658,-1,-1,-1,-0.199019,0,0,0,1.98066,0,0,0,68.7134,0,0,0
69,1,0,208.812,231.836,-1,-1,-1,1.2159,0,0,0,1.83304,0,0,0,20.1978,0,0,0
70,2,0,190.411,153.524,62.0575,-1,-1,2.15146,1.36323,0,0,-1.82406,-2.29503,0,0,16.0471,14.2524,0,0
71,3,0,305.444,305.152,43.3162,35.0808,-1,1.55979,-0.960409,-1.08573,0,-0.356253,1.44652,-1.41773,0,18.3918,6.49157,7.52782,0
72,2,0,355.199,289.97,43.5937,-1,-1,-1.48591,1.30886,0,0,-1.71968,1.47743,0,0,22.2261,7.57348,0,0
73,2,0,139.825,201.151,55.9715,-1,-1,-0.63701,-1.8302,0,0,-1.52033,1.25076,0,0,24.8583,6.97941,0,0
74,1,0,321.503,357.44,-1,-1,-1,-0.786275,0,0,0,1.85715,0,0,0,32.7916,0,0,0
75,4,0,432.009,265.745,93.583,61.2294,47.5461,0.520681,1.69112,0.454234,1.55797,-1.84483,1.83719,-2.3606,2.59986,52.2435,14.2675,11.7903,8.48607
76,3,0,149.267,164.935,42.9309,41.8921,-1,-0.279523,-1.81413,-0.727724,0,-0.285732,1.92769,-0.292801,0,28.3048,7.44448,6.49893,0
77,1,0,248.094,230.128,-1,-1,-1,0.578765,0,0,0,2.29708,0,0,0,11.6315,0,0,0
78,2,0,243.484,201.734,63.2115,-1,-1,-0.532028,0.898793,0,0,-1.13168,-2.19329,0,0,23.9591,12.6718,0,0
79,3,0,193.062,302.048,75.2986,36.5309,-1,0.0599812,1.73525,-0.362389,0,1.48629,-2.11215,-0.66885,0,45.1236,9.2433,6.29591,0
80,2,0,93.4203,228.959,162.957,-1,-1,0.296802,-1.14551,0,0,0.852433,-1.81346,0,0,26.9043,13.7618,0,0
81,1,0,380.645,337.937,-1,-1,-1,1.73103,0,0,0,1.64775,0,0,0,29.9534,0,0,0
82,2,0,199.025,208.508,111.411,-1,-1,-0.738513,-1.4079,0,0,-1.8955,2.66915,0,0,17.5558,17.7158,0,0
83,3,0,408.252,230.459,192.843,39.4838,-1,1.6577,-0.328886,-0.209606,0,-1.62338,-0.742829,-1.63261,0,27.0241,31.9641,9.16031,0
84,2,0,282.539,258.556,91.2428,-1,-1,1.06253,-0.371443,0,0,2.41429,1.93481,0,0,25.576,12.1565,0,0
85,2,0,197.331,357.926,189.234,-1,-1,0.759813,-0.64249,0,0,1.37442,-2.14792,0,0,41.6037,15.3915,0,0
86,2,0,623.023,489.13,161.874,-1,-1,1.45854,0.939097,0,0,-1.03077,-0.470047,0,0,57.5672,15.6902,0,0
87,1,0,177.735,169.077,-1,-1,-1,-0.796868,0,0,0,2.20105,0,0,0,25.5555,0,0,0
88,1,0,223.245,217.095,-1,-1,-1,1.53049,0,0,0,-1.45468,0,0,0,45.7598,0,0,0
89,1,0,210.074,181.608,-1,-1,-1,-0.471641,0,0,0,2.76654,0,0,0,26.613,0,0,0
90,3,0,180.489,145.477,71.489,39.7257,-1,-0.804979,-0.403672,0.579871,0,-1.18678,-0.10174,2.50895,0,33.1712,10.0887,7.53717,0
91,3,0,354.99,289.502,70.8841,46.8424,-1,0.0950429,-2.26668,-1.83998,0,2.63387,1.47569,0.645973,0,35.2283,13.4914,9.65643,0
92,1,0,228.02,237.535,-1,-1,-1,2.16242,0,0,0,-2.76938,0,0,0,25.0508,0,0,0
93,3,0,706.545,753.368,141.946,94.7491,-1,1.58208,-1.26616,-1.88883,0,-2.81666,0.702375,-2.62957,0,114.357,25.6671,15.2751,0
94,2,0,324.073,226.563,202.552,-1,-1,-0.933372,-1.07653,0,0,0.815264,-0.609427,0,0,39.2969,17.4393,0,0
95,1,0,167.838,209.363,-1,-1,-1,-0.822656,0,0,0,2.1378,0,0,0,20.4363,0,0,0
96,1,0,168.873,153.923,-1,-1,-1,0.953992,0,0,0,-1.29486,0,0,0,16.5499,0,0,0
97,1,0,413.03,381.745,-1,-1,-1,1.89315,0,0,0,0.53697,0,0,0,27.0007,0,0,0
98,1,0,240.806,229.721,-1,-1,-1,-1.91275,0,0,0,-1.05501,0,0,0,31.1658,0,0,0
99,3,0,228.421,181.695,134.093,98.351,-1,-0.450413,-0.0147389,1.54683,0,2.08412,-2.49632,-2.01092,0,16.7316,18.5781,11.8053,0
100,2,0,344.07,222.062,134.628,-1,-1,0.790139,-1.23475,0,0,-2.14933,-1.28233,0,0,20.8554,17.8998,0,0
101,1,0,245.422,229.43,-1,-1,-1,-1.73928,0,0,0,2.70042,0,0,0,38.0368,0,0,0
102,6,0,1151.88,1021.52,229.514,93.6146,83.0876,0.195474,0.359424,0.310805,-0.264357,-0.230982,-1.19466,-2.28985,-2.50871,32.9068,19.5884,18.6815,11.8077
103,1,0,180.255,130.364,-1,-1,-1,0.379487,0,0,0,1.72599,0,0,0,15.3511,0,0,0
104,2,0,464.031,395.358,90.808,-1,-1,-0.80416,0.963698,0,0,1.83833,0.982251,0,0,30.3965,10.6362,0,0
105,1,0,240.587,208.131,-1,-1,-1,0.568649,0,0,0,0.538862,0,0,0,45.2606,0,0,0
106,2,0,249.132,177.201,82.1551,-1,-1,-1.54924,-0.405925,0,0,-1.65545,-1.75002,0,0,25.3654,13.1759,0,0
107,2,0,421.474,298.021,83.1223,-1,-1,-1.58181,1.26413,0,0,-2.24737,1.70465,0,0,34.5163,11.6957,0,0
108,1,0,182.645,181.246,-1,-1,-1,1.26748,0,0,0,-0.275284,0,0,0,27.5715,0,0,0
109,2,0,224.377,220.369,79.5417,-1,-1,0.0933025,-1.55223,0,0,1.54081,-1.14059,0,0,13.8776,14.6044,0,0
110,1,0,237.119,214.606,-1,-1,-1,-1.49882,0,0,0,-1.28547,0,0,0,28.3004,0,0,0
111,2,0,186.947,185.268,48.9959,-1,-1,-0.646109,2.17277,0,0,-1.84519,3.10967,0,0,18.4107,10.1706,0,0
112,3,0,96.6459,228.147,181.17,56.5829,-1,2.05157,-0.213619,0.664365,0,-2.24273,1.29496,1.4306,0,39.6685,18.7518,11.8749,0
113,2,0,245.522,253.227,58.2115,-1,-1,1.84692,2.35133,0,0,0.911046,2.18174,0,0,44.3837,11.28,0,0
114,2,0,337.505,211.48,91.8083,-1,-1,-1.59196,1.00273,0,0,-0.260885,-0.125898,0,0,17.364,17.4849,0,0
115,3,0,146.411,130,47.1681,41.0968,-1,-1.04455,-1.53991,1.59392,0,1.80089,1.53444,-2.58298,0,24.4839,9.80342,6.3071,0
116,4,0,147.546,122.628,82.7826,75.6572,42.5046,-0.615954,-0.325456,-0.0824956,-0.611651,-1.84966,-1.32451,1.58534,-3.00736,24.5804,13.9448,16.7548,8.26037
117,2,0,187.528,215.958,47.03,-1,-1,-1.25895,1.21861,0,0,-2.22653,0.638285,0,0,26.7932,7.46259,0,0
118,3,0,231.594,220.686,49.3935,43.0247,-1,0.167651,0.908561,0.459417,0,-1.27595,2.24837,-0.525417,0,28.7496,5.50566,7.85119,0
119,1,0,245.708,238.283,-1,-1,-1,-0.0959527,0,0,0,1.42659,0,0,0,21.4987,0,0,0
120,1,0,220.756,227.903,-1,-1,-1,0.0630124,0,0,0,-0.396921,0,0,0,22.3251,0,0,0
121,1,0,285.184,283.612,-1,-1,-1,1.85527,0,0,0,0.740185,0,0,0,24.5715,0,0,0
122,1,0,227.361,192.402,-1,-1,-1,1.29514,0,0,0,3.11853,0,0,0,25.8149,0,0,0
123,1,0,182.52,227.25,-1,-1,-1,-1.11928,0,0,0,-0.962747,0,0,0,26.6888,0,0,0
124,1,0,242.717,213.253,-1,-1,-1,-1.32274,0,0,0,1.00475,0,0,0,17.5057,0,0,0
125,3,0,520.58,414.383,66.5611,52.1164,-1,-1.11609,0.622886,0.753726,0,0.685986,-0.194369,0.396292,0,37.26,10.6311,10.3276,0
126,1,0,218.369,165.503,-1,-1,-1,0.0566014,0,0,0,1.11803,0,0,0,21.3751,0,0,0
127,2,0,497.568,421.924,176.347,-1,-1,-0.0287771,0.785053,0,0,0.357088,1.78356,0,0,55.5621,18.4979,0,0
128,2,0,369.379,347.201,54.4237,-1,-1,-2.04173,-0.320506,0,0,-2.2637,-1.42206,0,0,22.2607,13.1966,0,0
129,2,0,128.154,160.95,64.8262,-1,-1,1.64275,1.62602,0,0,2.37978,-2.49629,0,0,26.3303,12.6169,0,0
130,1,0,185.192,196.569,-1,-1,-1,1.60268,0,0,0,2.62842,0,0,0,18.5251,0,0,0
131,2,0,1209.02,1352.56,71.9956,-1,-1,-0.987956,1.31033,0,0,-2.57516,0.295395,0,0,75.659,12.8624,0,0
132,2,0,427.05,409.246,42.8574,-1,-1,0.241076,0.995658,0,0,2.70056,-2.76765,0,0,37.6472,7.39359,0,0
133,1,0,288.795,280.4,-1,-1,-1,-2.21855,0,0,0,-0.438349,0,0,0,24.9883,0,0,0
134,2,0,313.416,221.189,60.91,-1,-1,-1.43958,-1.49483,0,0,-1.40539,-2.24732,0,0,27.833,8.55011,0,0
135,1,0,153.496,151.634,-1,-1,-1,-0.923815,0,0,0,0.477477,0,0,0,12.1168,0,0,0
136,1,0,330.15,315.569,-1,-1,-1,-0.146176,0,0,0,3.13503,0,0,0,35.965,0,0,0
137,2,0,323.95,262.231,45.3185,-1,-1,2.26226,0.837878,0,0,1.54627,2.23027,0,0,19.1313,8.20412,0,0
138,2,0,415.164,459.859,80.1386,-1,-1,-1.14157,-0.106186,0,0,-2.07751,-0.707548,0,0,26.5295,13.3619,0,0
139,2,0,203.241,213.062,56.9269,-1,-1,0.287253,-0.662364,0,0,-3.04768,2.84767,0,0,38.7413,13.8509,0,0
140,1,0,193.044,258.826,-1,-1,-1,-0.576092,0,0,0,0.506499,0,0,0,40.9546,0,0,0
141,1,0,291.233,295.012,-1,-1,-1,0.135599,0,0,0,-2.12988,0,0,0,29.6463,0,0,0
142,3,0,118.519,185.029,132.317,93.0314,-1,0.764823,0.555228,-1.09426,0,0.948268,-0.751038,2.95144,0,21.0755,15.7983,17.1023,0
143,3,0,183.133,148.79,105.271,44.1433,-1,-0.931763,-1.06621,0.841166,0,-2.06705,-1.21107,1.39042,0,26.3431,12.7098,8.23759,0
144,2,0,300.702,216.023,47.1962,-1,-1,0.755547,-0.699722,0,0,2.96963,-1.70132,0,0,15.0479,6.71905,0,0
145,1,0,238.59,243.031,-1,-1,-1,2.31707,0,0,0,2.80288,0,0,0,7.80883,0,0,0
146,1,0,282.653,270.583,-1,-1,-1,1.90766,0,0,0,-1.53951,0,0,0,23.9543,0,0,0
147,3,0,298.243,344.427,48.1776,46.9441,-1,1.28159,1.66927,2.32571,0,2.13427,-2.11857,-0.908918,0,19.5344,12.2238,10.3049,0
148,1,0,211.903,280.047,-1,-1,-1,2.06899,0,0,0,-0.975176,0,0,0,9.87558,0,0,0
149,2,0,209.369,132.44,75.4645,-1,-1,1.09539,-0.0575678,0,0,-1.62762,-2.0643,0,0,15.8464,15.3379,0,0
150,3,0,352.341,308.117,140.552,48.2173,-1,-0.576162,0.332948,1.52923,0,0.659317,1.90487,0.49353,0,29.1161,25.2483,10.3929,0
151,3,0,201.971,266.413,51.2979,38.9617,-1,1.08426,1.92349,1.03804,0,-0.201292,-3.10485,-0.852026,0,24.9756,9.23314,7.42612,0
152,1,0,190.93,152.41,-1,-1,-1,1.31359,0,0,0,1.13924,0,0,0,18.1767,0,0,0
153,1,0,198.497,154.849,-1,-1,-1,-0.809722,0,0,0,0.887029,0,0,0,27.591,0,0,0
154,3,0,248.622,306.57,126.744,90.453,-1,-0.777183,-1.33974,-1.36499,0,2.54714,-0.141886,2.58069,0,46.5366,15.6334,14.2219,0
155,1,0,203.516,224.402,-1,-1,-1,-0.390738,0,0,0,-1.56771,0,0,0,29.209,0,0,0
156,2,0,236.431,309.443,48.4308,-1,-1,-2.26217,-1.90161,0,0,2.17077,2.65026,0,0,66.3837,8.85565,0,0
157,2,0,352.354,263.467,37.9244,-1,-1,-1.00895,0.228552,0,0,-0.329386,-0.908673,0,0,24.9489,7.44728,0,0
158,2,0,386.276,272.693,129.981,-1,-1,1.8584,-1.51281,0,0,-2.48786,-1.97405,0,0,42.3891,26.3202,0,0
159,3,0,316.654,210.065,137.516,35.3085,-1,-1.47118,1.00002,-1.98009,0,2.30143,0.880283,2.19849,0,31.2084,20.1907,7.48491,0
160,2,0,192.323,145.088,121.128,-1,-1,-1.10479,-0.192156,0,0,-1.1737,-2.55318,0,0,14.8829,19.9706,0,0
161,2,0,326.091,266.159,73.7818,-1,-1,-0.32186,-1.97264,0,0,-2.02056,-0.516304,0,0,42.6604,14.2801,0,0
162,2,0,246.311,186.431,48.0016,-1,-1,0.458584,-1.16567,0,0,2.93218,-3.08993,0,0,16.1995,9.44149,0,0
163,2,0,260.133,146.222,117.956,-1,-1,2.07059,-0.995036,0,0,1.90441,1.64311,0,0,21.7059,12.0052,0,0
164,4,0,198.737,90.7909,64.4033,41.9885,38.0365,-1.25482,-0.159606,-0.521878,-0.685118,-1.76902,3.00578,-2.19606,-1.30772,14.0819,11.2223,8.35388,10.5466
165,5,0,225.615,131.033,114.451,111.939,84.0195,1.36074,0.301719,0.0849815,0.198316,-0.442748,-1.63522,0.260485,0.686757,23.7204,17.8364,11.9539,9.95765
166,2,0,188.612,139.282,112.474,-1,-1,1.03918,0.470105,0,0,2.46394,1.67069,0,0,18.001,21.1434,0,0
167,2,0,183.615,210.606,67.029,-1,-1,2.07126,-1.72159,0,0,-1.82199,0.925645,0,0,22.6599,7.37196,0,0
168,3,0,369.45,254.865,58.3832,36.8192,-1,1.14608,-1.02569,0.852643,0,0.293173,0.317291,-1.09229,0,33.4325,10.5278,4.3776,0
169,2,0,205.181,284.563,104.576,-1,-1,-1.0113,-0.453111,0,0,0.73534,-1.80406,0,0,23.4349,13.6358,0,0
170,1,0,238.838,338.69,-1,-1,-1,-1.47987,0,0,0,1.73983,0,0,0,25.594,0,0,0
171,2,0,261.507,203.474,40.6277,-1,-1,-1.61158,-1.08195,0,0,-2.73819,-2.33931,0,0,30.5966,10.1609,0,0
172,1,0,168.545,196.796,-1,-1,-1,-1.7066,0,0,0,0.555601,0,0,0,20.5294,0,0,0
173,3,0,304.39,355.608,49.1149,43.6012,-1,-2.09406,-2.13087,0.177671,0,0.129381,-1.29879,-2.01332,0,33.8377,10.9227,8.8643,0
174,2,0,184.857,249.559,100.364,-1,-1,0.176071,-0.305847,0,0,1.47564,-0.586533,0,0,18.9335,18.1596,0,0
175,4,0,694.827,556.763,111.582,90.9552,43.5879,-1.16318,-1.66425,-1.65165,1.05413,-1.52027,-1.49212,-0.907581,-2.50807,61.8779,12.1262,12.0349,5.55587
176,2,0,232.382,337.528,116.291,-1,-1,-0.256781,-0.113098,0,0,-1.00589,1.59576,0,0,25.1113,21.6658,0,0
177,1,0,204.148,190.576,-1,-1,-1,0.687122,0,0,0,0.652281,0,0,0,17.2995,0,0,0
178,1,0,260.592,267.687,-1,-1,-1,-0.167217,0,0,0,-2.26532,0,0,0,18.7615,0,0,0
179,2,0,414.776,373.634,84.6166,-1,-1,1.16859,-1.86919,0,0,2.45639,1.93906,0,0,31.2749,7.25216,0,0
180,1,0,310.642,269.354,-1,-1,-1,-1.49604,0,0,0,-0.254554,0,0,0,16.1247,0,0,0
181,1,0,221.005,232.406,-1,-1,-1,-1.89622,0,0,0,-2.78625,0,0,0,14.0008,0,0,0
182,1,0,164.85,186.313,-1,-1,-1,-0.75217,0,0,0,2.07107,0,0,0,16.754,0,0,0
183,3,0,274.774,216.38,59.2684,54.511,-1,1.64885,1.67573,1.29516,0,-1.87093,-1.12681,-0.776247,0,20.0536,7.79943,8.72197,0
184,2,0,228.77,168.41,59.2634,-1,-1,-0.144875,0.384116,0,0,-2.43898,-2.63334,0,0,20.4398,7.34935,0,0
185,1,0,295.174,280.294,-1,-1,-1,-0.0775145,0,0,0,0.364218,0,0,0,32.2667,0,0,0
186,1,0,237.376,251.483,-1,-1,-1,0.518978,0,0,0,-1.69246,0,0,0,28.3861,0,0,0
187,1,0,149.993,189.799,-1,-1,-1,-1.29061,0,0,0,2.72548,0,0,0,35.1505,0,0,0
188,3,0,215.796,95.8953,44.5416,43.4382,-1,-0.659292,-0.047163,-1.13217,0,2.47253,2.18278,3.05879,0,18.0229,9.16609,8.04196,0
189,4,0,143.586,204.605,71.4795,47.8492,46.8081,0.814679,-2.37721,0.776374,0.957936,-1.43139,1.6537,-2.73512,3.00816,15.2273,8.08175,9.15383,6.55165
190,2,0,258.577,177.269,75.6733,-1,-1,0.707508,1.17323,0,0,-1.7034,-1.52839,0,0,22.14,8.38451,0,0
191,1,0,198.142,193.011,-1,-1,-1,-1.24676,0,0,0,3.1328,0,0,0,27.6271,0,0,0
192,1,0,162.838,309.594,-1,-1,-1,-1.50915,0,0,0,2.67684,0,0,0,22.8537,0,0,0
193,2,0,180.645,203.101,35.5051,-1,-1,-0.734307,-0.421936,0,0,-2.89888,1.0258,0,0,22.674,6.70347,0,0
194,3,0,144.539,160.732,37.3107,35.5301,-1,0.0037568,-1.45086,-0.382569,0,-0.440112,2.32727,-0.84411,0,13.6734,8.01008,7.51341,0
195,3,0,281.294,349.759,173.093,39.8031,-1,0.0170282,1.09336,-1.02117,0,-2.55928,0.774463,2.76433,0,53.5097,19.5918,7.78823,0
196,3,0,168.13,198.742,64.4978,59.4655,-1,-1.94015,-1.52032,1.81874,0,0.303207,1.36697,-2.14005,0,24.3922,8.79719,11.7307,0
197,2,0,160.13,269.795,168.527,-1,-1,2.15638,0.716569,0,0,-1.00718,1.80073,0,0,28.2849,19.0667,0,0
198,2,0,235.915,316.436,136.87,-1,-1,1.97146,2.23488,0,0,2.99906,-0.0714663,0,0,41.3355,8.34077,0,0
199,1,0,178.341,211.049,-1,-1,-1,1.57429,0,0,0,-1.2881,0,0,0,30.4603,0,0,0
200,1,0,192.442,219.668,-1,-1,-1,1.57414,0,0,0,2.09903,0,0,0,28.1465,0,0,0
201,2,0,179.405,111.045,68.3716,-1,-1,1.88866,1.80634,0,0,-0.174735,-0.951336,0,0,15.8083,10.5064,0,0
202,2,0,277.8,238.355,40.1162,-1,-1,0.33554,-2.07989,0,0,1.37834,-0.279345,0,0,27.0176,9.03842,0,0
203,2,0,355.636,327.241,167.521,-1,-1,-2.35502,-0.304574,0,0,-0.493976,1.15327,0,0,15.3098,26.6341,0,0
204,1,0,147.441,137.62,-1,-1,-1,-1.96783,0,0,0,-2.4966,0,0,0,15.9914,0,0,0
