entry,numberOfJets,numberOfBJets,met,jetPtRec[0],jetPtRec[1],jetPtRec[2],jetPtRec[3],jetEtaRec[0],jetEtaRec[1],jetEtaRec[2],jetEtaRec[3],jetPhiRec[0],jetPhiRec[1],jetPhiRec[2],jetPhiRec[3],jetMass[0],jetMass[1],jetMass[2],jetMass[3]
251,1,0,8.27176,69.1276,-1,-1,-1,-0.130713,0,0,0,-1.63166,0,0,0,8.19946,0,0,0
252,1,0,145.359,118.786,-1,-1,-1,0.419417,0,0,0,1.15154,0,0,0,14.3084,0,0,0
253,0,0,63.7394,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
254,1,0,53.2501,50.4798,-1,-1,-1,1.14512,0,0,0,-1.21588,0,0,0,6.96867,0,0,0
255,1,0,18.7127,45.605,-1,-1,-1,2.04371,0,0,0,-2.66718,0,0,0,7.36681,0,0,0
256,1,0,49.5012,49.4156,-1,-1,-1,0.220528,0,0,0,-1.91939,0,0,0,7.83004,0,0,0
257,2,0,6.26667,121.695,57.2563,-1,-1,0.219441,-2.29861,0,0,0.996205,-2.76942,0,0,17.3584,12.4508,0,0
258,0,0,93.5963,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
259,3,0,76.2857,108.529,81.393,70.6954,-1,-1.02465,-2.2613,-0.0977809,0,-2.86447,-0.00871641,-0.701654,0,15.3648,17.5878,16.3511,0
260,1,0,60.1917,63.8457,-1,-1,-1,0.480391,0,0,0,-0.618956,0,0,0,12.9083,0,0,0
261,1,0,47.4762,40.0929,-1,-1,-1,-2.07907,0,0,0,1.23327,0,0,0,4.40496,0,0,0
262,2,0,77.8867,71.551,65.7089,-1,-1,1.4941,2.28365,0,0,0.618838,-1.34838,0,0,12.0302,10.0455,0,0
263,2,0,169.461,90.1657,41.7875,-1,-1,1.64666,1.90336,0,0,-1.75273,-2.15605,0,0,12.1111,4.82742,0,0
264,0,0,73.2854,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
265,1,0,95.7443,47.7904,-1,-1,-1,2.36009,0,0,0,-2.27594,0,0,0,3.41592,0,0,0
266,2,0,207.873,139.16,119,-1,-1,0.554895,0.171837,0,0,1.0868,0.433966,0,0,12.0938,13.7489,0,0
267,2,0,133.341,73.632,45.1726,-1,-1,1.18459,-0.787505,0,0,0.0258548,1.60048,0,0,9.66837,10.9449,0,0
268,1,0,120.096,56.0669,-1,-1,-1,-0.373112,0,0,0,2.40387,0,0,0,8.94871,0,0,0
269,1,0,149.346,76.5532,-1,-1,-1,1.35917,0,0,0,0.887185,0,0,0,8.56704,0,0,0
270,2,0,3.84032,44.4563,37.4121,-1,-1,1.47494,-0.488794,0,0,-1.57383,2.22808,0,0,10.742,5.68388,0,0
271,0,0,66.7012,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
272,3,0,83.543,111.906,55.9353,36.8458,-1,-0.672177,1.11058,0.186721,0,-3.00757,0.426588,2.83625,0,11.3117,9.38645,6.86489,0
273,4,0,119.165,112.877,64.355,61.6294,41.5807,-0.938109,-0.178932,-1.94693,-1.80085,0.603383,1.72932,-2.54206,2.77409,16.9258,7.71073,9.58487,5.77315
274,2,0,74.3786,71.7544,50.9654,-1,-1,-1.64405,-2.13289,0,0,-0.968183,-2.93188,0,0,9.31405,11.8152,0,0
275,1,0,69.3017,47.6672,-1,-1,-1,-0.0196435,0,0,0,1.9036,0,0,0,8.15418,0,0,0
276,0,0,111.932,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
277,3,0,74.9043,251.24,159.892,93.7148,-1,1.14202,-1.2515,-0.515068,0,-2.22288,1.15898,0.689798,0,35.8201,16.9385,13.7515,0
278,2,0,87.3845,68.6615,66.2413,-1,-1,1.04631,0.763947,0,0,-1.48368,1.90389,0,0,9.82879,8.77869,0,0
279,1,0,16.7024,42.9613,-1,-1,-1,-2.174,0,0,0,-1.79833,0,0,0,4.26346,0,0,0
280,2,0,111.834,55.922,42.6289,-1,-1,-0.545686,0.181511,0,0,-1.7752,-0.91992,0,0,7.92773,6.82801,0,0
281,0,0,10.4558,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
282,1,0,74.0452,39.249,-1,-1,-1,0.92208,0,0,0,-0.0845522,0,0,0,6.40942,0,0,0
283,0,0,12.2997,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
284,3,0,94.528,105.088,56.3828,48.7382,-1,-1.11587,0.980911,-1.43395,0,-2.97651,1.29131,-0.521996,0,16.4049,11.5489,6.4506,0
285,4,0,64.7961,122.374,65.8636,58.7148,43.6529,0.816162,1.23109,0.365957,1.28884,-1.85281,2.37865,-0.479383,1.83149,11.7763,9.39965,11.3011,5.82035
286,0,0,43.0054,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
287,1,0,171.271,107.117,-1,-1,-1,0.510331,0,0,0,1.69242,0,0,0,15.8796,0,0,0
288,2,0,64.6614,118.347,41.5368,-1,-1,0.534486,0.792608,0,0,-2.72402,2.06184,0,0,19.0821,7.85194,0,0
289,0,0,50.7297,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
290,0,0,27.0628,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
291,1,0,30.4763,51.1841,-1,-1,-1,0.896879,0,0,0,0.944823,0,0,0,7.7,0,0,0
292,2,0,47.6202,47.016,41.9855,-1,-1,2.27535,1.16,0,0,1.24025,-1.27742,0,0,6.36442,5.25076,0,0
293,3,0,69.0025,61.6656,52.6765,46.1861,-1,-0.341412,-0.729483,-0.684868,0,1.69946,2.8955,-1.44328,0,9.73578,10.6228,7.25489,0
294,1,0,31.8952,84.111,-1,-1,-1,-2.21072,0,0,0,-1.42059,0,0,0,12.9082,0,0,0
295,2,0,96.692,80.2586,65.3636,-1,-1,-0.666439,-0.583655,0,0,2.71186,1.15125,0,0,10.6564,8.79579,0,0
296,0,0,46.7263,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
297,1,0,88.325,137.885,-1,-1,-1,-0.123924,0,0,0,3.02019,0,0,0,9.78288,0,0,0
298,0,0,28.6017,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
299,1,0,193.962,134.372,-1,-1,-1,1.32145,0,0,0,-2.14342,0,0,0,21.8526,0,0,0
300,3,0,35.3137,66.076,40.1819,38.2599,-1,0.258507,-2.06184,-1.23777,0,3.0479,0.714271,-1.98928,0,7.90612,10.3558,7.61335,0
301,3,0,60.9757,69.9779,69.7416,54.4149,-1,-1.95525,0.565984,0.734722,0,0.200219,1.0066,-2.52699,0,10.5096,8.47954,9.94934,0
302,1,0,42.9077,53.1362,-1,-1,-1,-0.393792,0,0,0,-1.33922,0,0,0,9.99882,0,0,0
303,3,0,92.6959,67.3808,42.7426,35.8978,-1,-1.14945,-0.908056,-0.420598,0,-0.688612,-2.13064,0.717862,0,10.2827,9.7153,5.31897,0
304,3,0,148.348,119.607,43.9313,40.4761,-1,-1.26846,1.34362,-2.2988,0,-2.22889,2.75151,-2.85596,0,27.3853,11.8127,8.26821,0
305,0,0,81.9233,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
306,3,0,120.02,314.523,86.939,82.4726,-1,-0.774704,0.647456,-0.0212431,0,0.679486,3.12706,-2.2979,0,24.1795,16.0215,12.7809,0
307,3,0,229.839,387.632,313.698,35.0359,-1,1.15497,1.90853,1.98585,0,-0.777625,1.97768,-0.112986,0,44.2429,44.8532,6.53796,0
308,1,0,28.9255,40.6166,-1,-1,-1,1.06908,0,0,0,1.60999,0,0,0,8.7484,0,0,0
309,6,0,155.867,311.261,96.7769,95.2351,68.4426,0.111931,0.214933,0.712468,-0.181485,-0.0321803,-2.62026,2.86835,1.63805,43.8637,17.6467,17.414,9.76133
310,2,0,49.5827,64.9716,43.1501,-1,-1,-1.21654,-1.56229,0,0,2.03859,-1.60398,0,0,11.5069,5.95155,0,0
311,0,0,68.1638,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
312,4,0,93.087,93.2645,75.7557,64.829,54.154,-0.366301,1.15829,0.745941,0.190276,-1.23179,2.95178,1.4627,-1.75757,15.9135,12.2237,12.4677,10.1358
313,2,0,66.9329,51.0171,49.0118,-1,-1,0.578943,-0.591566,0,0,-0.924497,-2.20689,0,0,9.86006,7.03925,0,0
314,2,0,105.198,87.9516,38.2342,-1,-1,1.11331,0.626011,0,0,0.554191,-0.834105,0,0,13.9635,5.92593,0,0
315,1,0,94.3904,73.6173,-1,-1,-1,1.47562,0,0,0,-1.14063,0,0,0,11.5755,0,0,0
316,2,0,189.22,66.0391,42.2664,-1,-1,0.381873,1.75804,0,0,0.594617,2.17971,0,0,9.98951,8.21002,0,0
317,0,0,54.4169,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
318,0,0,34.1272,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
319,0,0,49.0008,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
320,2,0,130.087,58.925,44.0206,-1,-1,0.501015,-0.843814,0,0,-0.722542,-2.42764,0,0,10.9182,7.00376,0,0
321,1,0,72.4397,37.05,-1,-1,-1,1.12074,0,0,0,0.564173,0,0,0,6.9325,0,0,0
322,1,0,69.179,41.9209,-1,-1,-1,-0.59409,0,0,0,-2.08252,0,0,0,5.98292,0,0,0
323,2,0,74.2824,54.7372,39.967,-1,-1,-1.10197,-0.626782,0,0,-1.91226,2.15196,0,0,7.99435,9.23068,0,0
324,2,0,96.9916,52.6707,50.2625,-1,-1,-0.787922,-1.43204,0,0,2.51204,1.00256,0,0,7.86498,10.6148,0,0
325,2,0,184.79,126.642,72.0747,-1,-1,0.374246,-0.382712,0,0,0.702763,0.781445,0,0,13.1796,11.0602,0,0
326,1,0,55.1984,42.4506,-1,-1,-1,1.38732,0,0,0,-0.343935,0,0,0,6.24481,0,0,0
327,2,0,57.9664,88.8614,44.3141,-1,-1,1.27539,1.99797,0,0,-1.8558,1.3021,0,0,11.0872,8.12743,0,0
328,0,0,10.0877,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
329,2,0,54.9924,91.3507,43.624,-1,-1,0.527212,-0.597755,0,0,-0.364172,2.50253,0,0,12.497,8.95866,0,0
330,4,0,223.783,574.582,145.969,111.895,70.1242,-0.0350989,-1.07853,-1.78657,-2.24988,0.161681,2.92031,-2.70745,-2.73439,37.3926,13.4573,15.2686,8.80754
331,1,0,47.5726,46.6597,-1,-1,-1,-1.12007,0,0,0,-3.08948,0,0,0,6.91767,0,0,0
332,2,0,195.409,115.929,57.6922,-1,-1,-0.697001,-1.31937,0,0,0.769132,2.06936,0,0,21.4566,12.9238,0,0
333,2,0,27.9045,150.173,143.204,-1,-1,1.65695,0.974754,0,0,-1.52623,1.8301,0,0,15.4188,12.282,0,0
334,2,0,220.343,66.9534,53.5515,-1,-1,-0.198289,-0.696884,0,0,-0.443343,-0.43748,0,0,10.4407,9.99057,0,0
335,1,0,46.8141,52.825,-1,-1,-1,1.65116,0,0,0,3.1215,0,0,0,11.0676,0,0,0
336,1,0,20.1411,56.7212,-1,-1,-1,1.18537,0,0,0,1.44133,0,0,0,9.87713,0,0,0
337,2,0,58.351,51.7855,39.496,-1,-1,0.316604,0.974395,0,0,2.20605,-0.5116,0,0,8.07705,7.47665,0,0
338,2,0,50.4507,53.3584,39.179,-1,-1,0.568569,0.51328,0,0,2.78063,-1.80927,0,0,9.46476,4.32112,0,0
339,2,0,351.63,244.019,113.524,-1,-1,-0.404511,0.19262,0,0,0.706312,0.852998,0,0,29.3148,11.6315,0,0
340,2,0,27.1796,54.0445,40.0963,-1,-1,0.267629,1.46895,0,0,-1.73923,2.05261,0,0,7.45183,6.34627,0,0
341,2,0,27.7528,89.0951,59.3926,-1,-1,-0.77386,-1.93261,0,0,-1.26559,-1.58843,0,0,11.67,9.67706,0,0
342,3,0,145.894,222.557,50.4994,46.8134,-1,0.142666,1.44971,-2.24762,0,-2.1291,-0.912596,0.214074,0,40.0799,11.1727,8.11039,0
343,1,0,39.1942,90.3145,-1,-1,-1,-0.0414998,0,0,0,2.15727,0,0,0,12.0977,0,0,0
344,1,0,64.2995,51.2147,-1,-1,-1,2.38587,0,0,0,-0.387072,0,0,0,10.5312,0,0,0
345,1,0,85.9788,65.2476,-1,-1,-1,-1.06386,0,0,0,-2.31749,0,0,0,8.93073,0,0,0
346,2,0,66.1818,170.148,82.2809,-1,-1,-0.0138773,1.91229,0,0,1.54329,-1.83462,0,0,18.0668,7.61597,0,0
347,2,0,174.672,127.927,71.286,-1,-1,0.997827,1.80319,0,0,-0.369872,-1.1529,0,0,15.2645,14.6115,0,0
348,1,0,151.042,105.129,-1,-1,-1,-1.32043,0,0,0,-2.98302,0,0,0,15.1378,0,0,0
349,1,0,30.2429,36.222,-1,-1,-1,-1.30768,0,0,0,1.42613,0,0,0,6.432,0,0,0
350,0,0,37.6229,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
351,1,0,59.1274,47.5927,-1,-1,-1,0.709125,0,0,0,0.417057,0,0,0,8.01756,0,0,0
352,2,0,108.846,129.818,44.4249,-1,-1,1.80863,1.78101,0,0,-1.50052,-0.354328,0,0,19.6821,6.21358,0,0
353,1,0,77.4756,106.757,-1,-1,-1,1.38374,0,0,0,1.25358,0,0,0,16.9722,0,0,0
354,2,0,38.626,51.1743,38.0884,-1,-1,-0.847912,-0.326447,0,0,-2.93308,1.92214,0,0,9.21908,5.45861,0,0
355,1,0,171.771,123.452,-1,-1,-1,-0.36992,0,0,0,1.25413,0,0,0,9.34851,0,0,0
356,2,0,90.2494,100.767,60.4719,-1,-1,2.03462,-1.87614,0,0,0.368327,2.8472,0,0,19.8127,11.126,0,0
357,1,0,108.069,130.387,-1,-1,-1,-0.60279,0,0,0,-1.78078,0,0,0,12.4294,0,0,0
358,2,0,32.4952,52.1343,48.5663,-1,-1,-0.288971,1.2505,0,0,-0.326042,1.15533,0,0,9.51193,8.77142,0,0
359,4,0,501.158,508.931,171.947,99.5186,89.921,-0.539112,-0.233385,0.285881,1.40692,0.26465,-2.0346,-1.33743,0.404182,63.3318,19.7299,14.9097,16.5568
360,4,0,30.9641,74.3716,56.1396,54.8064,50.1763,-0.54719,-1.04868,-1.05892,1.79015,2.8446,-0.330976,-2.6799,0.973379,13.3586,8.97873,8.18573,9.67944
361,1,0,6.8119,53.3453,-1,-1,-1,-0.951635,0,0,0,1.55611,0,0,0,9.8069,0,0,0
362,2,0,48.6592,101.033,39.2519,-1,-1,-0.790712,-0.52029,0,0,0.529216,-1.59668,0,0,12.5881,9.77916,0,0
363,1,0,116.491,152.869,-1,-1,-1,2.22033,0,0,0,2.47019,0,0,0,16.8949,0,0,0
364,2,0,25.2636,70.7084,64.4869,-1,-1,0.170655,0.534677,0,0,0.411036,-1.61112,0,0,10.0313,7.08427,0,0
365,1,0,83.3675,124.736,-1,-1,-1,-1.08,0,0,0,1.8044,0,0,0,11.9041,0,0,0
366,2,0,152.898,210.824,59.9484,-1,-1,-0.749761,-0.315287,0,0,-2.89383,-0.247325,0,0,28.1501,7.46458,0,0
367,2,0,36.6625,77.7276,61.6694,-1,-1,1.35195,0.290469,0,0,-0.920791,1.91367,0,0,7.64105,13.7615,0,0
368,2,0,158.009,80.3888,38.729,-1,-1,0.530575,2.08132,0,0,0.186142,0.27244,0,0,14.7933,5.75941,0,0
369,3,0,56.2294,60.5144,60.3549,39.6497,-1,1.18228,-0.190074,-0.682398,0,-0.00915453,1.59338,-0.691969,0,12.5005,6.33234,8.11834,0
370,2,0,38.1597,141.965,119.556,-1,-1,-1.22314,-1.30088,0,0,1.52911,-1.88011,0,0,21.4622,23.567,0,0
371,2,0,71.3523,60.7766,39.3105,-1,-1,-1.08391,-1.42512,0,0,-2.81747,1.29481,0,0,8.33364,4.93328,0,0
372,3,0,124.208,68.8483,53.9074,47.1004,-1,-2.08013,-1.57335,-1.9049,0,-1.01254,-2.21954,0.0976838,0,7.18865,10.2369,11.0727,0
373,1,0,56.5892,64.8885,-1,-1,-1,1.24635,0,0,0,2.68529,0,0,0,14.2859,0,0,0
374,2,0,124.373,89.7972,35.166,-1,-1,-1.26482,-1.76876,0,0,-2.73445,1.48341,0,0,18.9177,4.08987,0,0
375,2,0,94.3356,57.5642,51.4759,-1,-1,0.314778,-0.336195,0,0,-0.14283,1.9074,0,0,9.65143,7.73789,0,0
376,2,0,77.2895,72.2152,68.8948,-1,-1,2.26239,1.64068,0,0,2.03156,-2.05204,0,0,9.2302,15.0678,0,0
377,3,0,152.541,252.957,116.534,47.1745,-1,-0.897551,-0.0596355,1.36468,0,0.798038,2.53778,-1.26212,0,26.6405,14.0632,11.0172,0
378,2,0,208.751,138.142,82.2741,-1,-1,0.37244,0.388707,0,0,1.64372,0.692513,0,0,16.1315,10.8994,0,0
379,4,0,131.122,220.685,153.135,72.3897,71.3586,-1.08471,-1.39842,-0.385439,-0.732993,-1.00658,2.60823,-0.942862,2.5631,19.587,37.7628,9.60782,11.9146
380,2,0,44.1489,56.7345,42.3763,-1,-1,1.74544,-1.95884,0,0,2.8476,-1.68597,0,0,9.72169,6.29054,0,0
381,3,0,188.162,388.062,225.703,45.4097,-1,-1.03523,-0.901144,-2.06878,0,-1.70556,1.179,1.03425,0,66.6992,37.033,8.42864,0
382,2,0,33.3585,146.002,80.7692,-1,-1,0.339825,-0.946174,0,0,-2.96961,-0.408119,0,0,25.0602,10.511,0,0
383,1,0,69.1528,54.2854,-1,-1,-1,1.94732,0,0,0,1.10384,0,0,0,9.3082,0,0,0
384,2,0,64.0723,56.7072,47.4265,-1,-1,-0.0231488,0.945906,0,0,1.29059,-0.90571,0,0,9.00976,4.90416,0,0
385,1,0,180.869,206.982,-1,-1,-1,1.07881,0,0,0,-1.35383,0,0,0,33.3373,0,0,0
386,2,0,177.017,53.4163,53.331,-1,-1,1.15777,1.26253,0,0,-1.10595,-1.82247,0,0,11.7252,10.1366,0,0
387,4,0,91.3969,123.38,80.0799,72.6381,56.1006,0.261688,0.989818,1.64818,0.205206,0.81869,0.382396,-2.5611,-2.25138,30.1437,13.7938,13.9815,6.03951
388,0,0,41.0255,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
389,2,0,145.194,76.0619,72.5232,-1,-1,1.45344,0.164697,0,0,-1.90897,-1.38283,0,0,9.17132,10.9057,0,0
390,1,0,60.8667,65.3612,-1,-1,-1,0.410916,0,0,0,-0.0269772,0,0,0,9.60422,0,0,0
391,1,0,85.0313,38.8515,-1,-1,-1,-0.339056,0,0,0,2.50485,0,0,0,7.95028,0,0,0
392,0,0,84.6745,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
393,3,0,279.237,124.071,110.545,67.9688,-1,-0.56057,-0.444949,-1.13875,0,-0.836027,-1.43142,0.361836,0,13.5772,18.2384,13.1798,0
394,2,0,144.979,94.2834,61.299,-1,-1,-1.82162,-0.998312,0,0,-0.230759,-1.12704,0,0,10.7647,8.7783,0,0
395,1,0,106.204,121.05,-1,-1,-1,-0.15255,0,0,0,-0.992119,0,0,0,17.2115,0,0,0
396,0,0,72.624,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
397,5,0,148.863,389.271,227.364,206.577,125.708,0.948452,0.16645,-0.380401,0.0228252,-1.29066,0.7252,2.85707,3.06004,49.6968,21.4418,36.275,18.08
398,3,0,129.147,101.673,76.2088,76.1166,-1,0.369241,1.70698,1.67536,0,-0.922219,1.17457,-1.14518,0,12.1086,16.8083,12.8225,0
399,2,0,154.203,121.89,48.9515,-1,-1,1.26795,1.60033,0,0,3.08343,-1.94009,0,0,27.522,9.96003,0,0
400,3,0,44.3763,104.756,102.477,45.4627,-1,-0.989098,-2.27787,-1.82335,0,-1.29571,0.921186,2.45031,0,13.5582,14.3975,10.7964,0
401,2,0,128.733,125.193,95.7651,-1,-1,-0.618748,-1.4923,0,0,1.69761,-2.47931,0,0,21.6564,12.2161,0,0
402,5,0,192.184,594.871,250.808,228.529,42.8307,0.758182,0.34182,0.528492,0.26048,-1.3566,1.29456,1.78557,-1.65699,31.9481,24.0708,18.8061,8.61327
403,0,0,41.1711,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
404,4,0,85.072,58.3215,48.8364,36.1365,35.4576,0.785379,1.86824,1.95204,-0.39535,-2.19503,-2.46944,1.94688,1.38269,10.6518,7.65057,6.46196,5.79851
405,1,0,68.5905,65.2584,-1,-1,-1,-1.64128,0,0,0,1.56819,0,0,0,6.56904,0,0,0
406,2,0,95.5098,68.7189,47.8618,-1,-1,0.768615,-1.74544,0,0,-3.00535,1.38411,0,0,8.60563,8.40218,0,0
407,2,0,119.789,94.763,35.57,-1,-1,0.497204,2.36229,0,0,1.03064,1.3498,0,0,12.3728,6.94906,0,0
408,0,0,48.7892,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,36.4165,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
410,3,0,121.644,59.6394,48.4661,36.7892,-1,-1.08746,-1.33952,-1.02516,0,-0.352377,1.6206,0.277376,0,10.1291,9.47785,5.13202,0
411,1,0,60.2634,58.2826,-1,-1,-1,0.946324,0,0,0,1.05891,0,0,0,9.25118,0,0,0
412,2,0,249.806,155.958,116.455,-1,-1,-0.266411,-0.0186569,0,0,0.0364112,-0.911625,0,0,26.5947,14.6565,0,0
413,2,0,100.243,105.693,50.8164,-1,-1,-1.43725,-0.730389,0,0,-1.09126,-2.41916,0,0,16.867,9.27106,0,0
414,1,0,41.2974,57.0148,-1,-1,-1,-1.46158,0,0,0,-2.10991,0,0,0,8.1765,0,0,0
415,0,0,65.6564,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
416,1,0,109.957,56.1641,-1,-1,-1,0.395154,0,0,0,3.08081,0,0,0,6.33035,0,0,0
417,1,0,138.936,95.1959,-1,-1,-1,1.11864,0,0,0,0.285631,0,0,0,13.0848,0,0,0
418,2,0,79.9641,76.1544,47.5869,-1,-1,0.794734,-0.156274,0,0,1.87837,-2.62511,0,0,11.3122,8.83734,0,0
419,4,0,123.179,163.341,144.367,81.0168,66.4355,-0.995602,-0.84235,-1.33528,2.33195,1.03109,-2.8701,-2.19242,1.54258,20.9306,15.0383,12.1797,7.81331
420,0,0,65.7846,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
421,1,0,28.5739,41.0874,-1,-1,-1,-1.0675,0,0,0,-0.0457167,0,0,0,8.5799,0,0,0
422,3,0,93.4817,69.8359,63.9639,36.4568,-1,0.0475258,0.467201,1.25758,0,0.0953842,-1.9732,0.771949,0,13.0774,12.4472,8.36474,0
423,1,0,82.9924,36.9608,-1,-1,-1,1.62545,0,0,0,1.33116,0,0,0,7.30872,0,0,0
424,0,0,24.6411,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
425,1,0,73.3589,92.669,-1,-1,-1,0.891996,0,0,0,-1.14852,0,0,0,13.8943,0,0,0
426,0,0,51.3419,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
427,2,0,52.1551,45.7561,36.0977,-1,-1,0.534638,0.806277,0,0,1.76619,-3.06377,0,0,6.92428,8.18845,0,0
428,1,0,30.3537,39.2858,-1,-1,-1,-0.4797,0,0,0,-2.77628,0,0,0,6.64499,0,0,0
429,0,0,13.2129,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
430,2,0,94.747,77.6011,53.0485,-1,-1,-0.490734,-0.354132,0,0,-1.83972,-0.27596,0,0,10.1487,6.3109,0,0
431,1,0,107.498,96.1941,-1,-1,-1,1.33237,0,0,0,-1.1747,0,0,0,11.5735,0,0,0
432,1,0,76.288,36.2336,-1,-1,-1,-1.08289,0,0,0,-2.22365,0,0,0,3.87898,0,0,0
433,0,0,18.1149,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
434,5,0,66.9892,55.5022,54.7628,52.0856,50.375,2.20336,-1.04651,1.78145,2.14078,0.00527117,-2.24479,1.08728,-1.90952,8.21965,12.3123,6.81441,7.85485
435,1,0,46.0837,49.0641,-1,-1,-1,0.840405,0,0,0,-2.41034,0,0,0,9.39423,0,0,0
436,0,0,95.5773,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
437,0,0,83.9463,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
438,2,0,54.6006,172.506,81.8292,-1,-1,-1.24814,0.63048,0,0,2.47262,-1.1077,0,0,22.2177,10.6093,0,0
439,1,0,46.9567,79.8523,-1,-1,-1,1.12661,0,0,0,2.39563,0,0,0,10.7348,0,0,0
440,2,0,95.2909,64.3198,39.4557,-1,-1,-0.258348,0.830355,0,0,1.0665,1.69482,0,0,7.85301,7.21544,0,0
441,1,0,37.257,43.1991,-1,-1,-1,-1.46304,0,0,0,-3.02865,0,0,0,6.53442,0,0,0
442,1,0,9.21412,40.0156,-1,-1,-1,0.257558,0,0,0,2.54722,0,0,0,6.72556,0,0,0
443,2,0,97.3101,59.4963,39.2421,-1,-1,-1.189,-1.37591,0,0,1.59825,2.09651,0,0,14.3048,5.5384,0,0
444,0,0,20.6427,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
445,3,0,97.0343,264.457,106.589,84.7683,-1,-1.45123,-1.58101,-1.00773,0,-3.04559,0.236007,0.373945,0,30.5663,18.8947,14.4911,0
446,0,0,35.9692,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
447,1,0,129.235,164.049,-1,-1,-1,-0.660108,0,0,0,-2.45602,0,0,0,13.4135,0,0,0
448,1,0,68.8538,39.217,-1,-1,-1,-0.995002,0,0,0,1.46922,0,0,0,5.51851,0,0,0
449,1,0,103.723,108.096,-1,-1,-1,-0.0500206,0,0,0,-2.70901,0,0,0,14.5535,0,0,0
450,3,0,29.9563,194.095,116.126,49.2388,-1,0.248976,-0.989822,-1.46064,0,-2.63741,0.144934,0.897884,0,21.195,16.6783,8.81339,0
451,3,0,64.7035,71.5257,53.2881,46.3555,-1,0.756453,2.19969,1.88654,0,2.08446,-3.01298,0.344319,0,6.89178,7.00449,7.61805,0
452,1,0,73.6202,38.6983,-1,-1,-1,-1.37947,0,0,0,0.910754,0,0,0,6.57143,0,0,0
453,2,0,76.9726,80.7905,60.8427,-1,-1,-0.421706,0.763968,0,0,2.57522,0.669176,0,0,15.872,9.01817,0,0
454,0,0,46.9442,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
455,3,0,121.955,167.127,66.3112,38.6162,-1,1.0487,-0.474489,0.442658,0,1.13714,-1.46144,2.41868,0,23.6315,8.66239,6.48236,0
456,0,0,65.3485,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
457,2,0,46.584,91.7578,54.4512,-1,-1,1.94588,2.24871,0,0,-1.56968,1.73443,0,0,16.3421,7.85643,0,0
458,3,0,155.199,181.957,178.62,128.226,-1,0.0309027,1.16777,-1.44047,0,-1.24836,2.15982,2.54305,0,18.6686,21.336,20.2441,0
459,1,0,34.9434,86.4215,-1,-1,-1,0.792069,0,0,0,2.88291,0,0,0,11.793,0,0,0
460,3,0,71.1289,60.038,56.937,43.1979,-1,-0.139375,-0.863681,0.522999,0,1.4313,-2.76126,-0.527629,0,8.93525,8.3699,7.41353,0
461,2,0,22.4394,59.2206,55.8296,-1,-1,0.483677,-0.32674,0,0,1.4016,-2.20874,0,0,9.00658,8.36051,0,0
