entry,numberOfJets,met,jetPtRec[0],jetPtRec[1],jetPtRec[2],jetPtRec[3],jetEtaRec[0],jetEtaRec[1],jetEtaRec[2],jetEtaRec[3],jetPhiRec[0],jetPhiRec[1],jetPhiRec[2],jetPhiRec[3],jetMass[0],jetMass[1],jetMass[2],jetMass[3]
942,1,330.477,330.233,-1,-1,-1,1.24633,-0.67771,-2.02865,0.420889,2.60357,-0.438677,1.31339,0.817092,56.3693,8.57566,9.14902,7.5508
943,1,213.512,207.679,-1,-1,-1,-0.357024,-0.67771,-2.02865,0.420889,-0.970726,-0.438677,1.31339,0.817092,17.2503,8.57566,9.14902,7.5508
944,3,441.232,443.362,67.6945,45.4679,-1,0.600852,-0.216207,0.367598,0.420889,0.866704,2.08456,-3.00294,0.817092,57.7851,5.90194,4.89259,7.5508
945,1,225.227,222.348,-1,-1,-1,-0.33935,-0.216207,0.367598,0.420889,-1.46535,2.08456,-3.00294,0.817092,15.8609,5.90194,4.89259,7.5508
946,1,203.799,177.935,-1,-1,-1,2.11937,-0.216207,0.367598,0.420889,2.70686,2.08456,-3.00294,0.817092,23.5465,5.90194,4.89259,7.5508
947,3,589.671,496.763,75.511,43.7609,-1,0.767762,0.0303499,-0.77864,0.420889,-2.00871,-2.996,-2.6372,0.817092,21.562,11.0097,8.10302,7.5508
948,3,59.1977,224.292,117.345,99.9173,-1,1.74052,1.30607,0.939373,0.420889,-0.0068795,3.12249,2.57768,0.817092,38.4059,22.1346,12.6347,7.5508
949,4,226.03,270.519,139.343,114.563,67.8318,-0.269362,0.857626,-0.0176211,-1.37142,-0.914101,2.09347,0.577322,-0.583826,46.1898,7.56918,12.5209,11.0002
950,4,355.116,229.363,61.0186,40.5748,37.0399,1.01223,-1.63217,-0.767669,1.35615,0.458181,0.117563,-0.0192934,-0.681229,38.2061,11.168,5.6408,7.31892
951,1,178.766,218.653,-1,-1,-1,0.314753,-1.63217,-0.767669,1.35615,2.33896,0.117563,-0.0192934,-0.681229,32.8967,11.168,5.6408,7.31892
952,2,255.165,211.423,53.687,-1,-1,-1.59076,0.060366,-0.767669,1.35615,1.9873,2.32768,-0.0192934,-0.681229,23.8032,9.50095,5.6408,7.31892
953,1,579.44,591.19,-1,-1,-1,0.627427,0.060366,-0.767669,1.35615,-0.669628,2.32768,-0.0192934,-0.681229,63.0631,9.50095,5.6408,7.31892
954,1,164.393,205.897,-1,-1,-1,-2.14456,0.060366,-0.767669,1.35615,0.271474,2.32768,-0.0192934,-0.681229,37.539,9.50095,5.6408,7.31892
955,2,186.053,180.52,36.9549,-1,-1,0.42303,1.72051,-0.767669,1.35615,1.67222,2.07439,-0.0192934,-0.681229,28.9424,7.07226,5.6408,7.31892
956,1,238.708,240.109,-1,-1,-1,1.06981,1.72051,-0.767669,1.35615,1.91806,2.07439,-0.0192934,-0.681229,24.0125,7.07226,5.6408,7.31892
957,2,149.11,326.531,173.158,-1,-1,-2.11269,-0.982866,-0.767669,1.35615,-2.31834,0.950308,-0.0192934,-0.681229,15.5961,21.135,5.6408,7.31892
958,2,299.147,238.825,39.3715,-1,-1,-0.509247,1.78799,-0.767669,1.35615,2.33951,2.60552,-0.0192934,-0.681229,19.6213,7.11035,5.6408,7.31892
959,7,601.927,180.478,180.309,100.169,74.4373,0.133203,0.963711,0.297983,1.66589,-2.11855,-2.16015,-1.72198,-2.65212,17.6891,12.8861,13,10.0606
960,2,147.213,243.899,105.107,-1,-1,-1.23367,-1.52997,0.297983,1.66589,0.880097,-2.3687,-1.72198,-2.65212,20.4159,10.7514,13,10.0606
961,3,135.616,226.546,197.249,193.317,-1,-1.32477,0.069474,1.50961,1.66589,1.16473,-1.49713,1.77032,-2.65212,17.2621,19.9883,17.8789,10.0606
962,2,301.78,187.764,49.9946,-1,-1,0.864668,0.97193,1.50961,1.66589,-1.58751,-0.25223,1.77032,-2.65212,23.4602,10.8819,17.8789,10.0606
963,2,520.858,400.169,46.3122,-1,-1,1.71935,-0.422691,1.50961,1.66589,2.96641,2.53832,1.77032,-2.65212,64.8506,9.97047,17.8789,10.0606
964,0,200.946,-1,-1,-1,-1,1.71935,-0.422691,1.50961,1.66589,2.96641,2.53832,1.77032,-2.65212,64.8506,9.97047,17.8789,10.0606
965,1,281.061,278.306,-1,-1,-1,-0.375863,-0.422691,1.50961,1.66589,2.28801,2.53832,1.77032,-2.65212,45.912,9.97047,17.8789,10.0606
966,1,204.528,221.173,-1,-1,-1,1.29056,-0.422691,1.50961,1.66589,-0.646199,2.53832,1.77032,-2.65212,32.0479,9.97047,17.8789,10.0606
967,1,623.317,578.321,-1,-1,-1,-0.171679,-0.422691,1.50961,1.66589,-0.54222,2.53832,1.77032,-2.65212,67.1839,9.97047,17.8789,10.0606
968,3,129.077,119.153,87.2861,74.4642,-1,-0.34379,2.22301,0.0627824,1.66589,-3.05485,0.855344,-2.5341,-2.65212,19.0234,8.82859,11.8208,10.0606
969,2,212.119,215.498,54.7899,-1,-1,-1.74331,1.63157,0.0627824,1.66589,-2.82848,1.00725,-2.5341,-2.65212,33.8409,7.41924,11.8208,10.0606
970,1,249.012,197.45,-1,-1,-1,-1.57899,1.63157,0.0627824,1.66589,-2.94721,1.00725,-2.5341,-2.65212,29.4466,7.41924,11.8208,10.0606
971,1,222.512,189.294,-1,-1,-1,0.821427,1.63157,0.0627824,1.66589,1.70962,1.00725,-2.5341,-2.65212,35.5974,7.41924,11.8208,10.0606
972,0,245.213,-1,-1,-1,-1,0.821427,1.63157,0.0627824,1.66589,1.70962,1.00725,-2.5341,-2.65212,35.5974,7.41924,11.8208,10.0606
973,3,406.624,78.0319,72.8267,43.3392,-1,1.01576,1.5825,-1.00216,1.66589,-1.7856,-1.87819,-1.86775,-2.65212,14.0323,10.4446,7.80833,10.0606
974,1,236.409,213.09,-1,-1,-1,0.543328,1.5825,-1.00216,1.66589,-1.63092,-1.87819,-1.86775,-2.65212,26.7101,10.4446,7.80833,10.0606
975,2,222.821,156.319,79.9904,-1,-1,1.34899,1.57472,-1.00216,1.66589,0.185409,0.613385,-1.86775,-2.65212,24.0689,8.67964,7.80833,10.0606
976,1,263.785,90.4478,-1,-1,-1,0.160831,1.57472,-1.00216,1.66589,-1.03997,0.613385,-1.86775,-2.65212,12.9151,8.67964,7.80833,10.0606
977,2,420.244,285.767,118.503,-1,-1,-1.48875,-2.04797,-1.00216,1.66589,2.26641,2.58723,-1.86775,-2.65212,16.6393,6.70049,7.80833,10.0606
978,1,271.703,284.849,-1,-1,-1,-1.96145,-2.04797,-1.00216,1.66589,-2.56032,2.58723,-1.86775,-2.65212,15.2253,6.70049,7.80833,10.0606
979,2,1319.51,1411.81,147.06,-1,-1,-0.227059,2.14904,-1.00216,1.66589,-1.74882,1.00737,-1.86775,-2.65212,149.454,10.113,7.80833,10.0606
980,1,260.368,316.265,-1,-1,-1,1.01722,2.14904,-1.00216,1.66589,-3.03695,1.00737,-1.86775,-2.65212,23.1286,10.113,7.80833,10.0606
981,2,169.749,133.488,54.6134,-1,-1,-0.164642,-0.595511,-1.00216,1.66589,-1.37382,-1.43793,-1.86775,-2.65212,19.3099,4.27623,7.80833,10.0606
982,7,208.232,279.876,236.953,107.565,75.8152,-1.06243,-0.840987,-1.69022,-0.47526,-0.396925,0.0434538,-2.99539,-2.86293,36.1908,19.4156,12.5011,13.0123
983,2,182.265,214.642,125.943,-1,-1,-2.35312,-0.614138,-1.69022,-0.47526,-0.661745,1.91478,-2.99539,-2.86293,19.1124,14.8725,12.5011,13.0123
984,2,241.906,165.459,123.528,-1,-1,-2.06256,-1.18113,-1.69022,-0.47526,2.71546,2.6666,-2.99539,-2.86293,16.9531,16.0124,12.5011,13.0123
985,2,495.375,631.648,119.34,-1,-1,0.164488,-1.25629,-1.69022,-0.47526,-0.473853,2.83665,-2.99539,-2.86293,40.5296,15.4902,12.5011,13.0123
986,3,146.22,162.478,147.357,106.325,-1,0.443695,-1.74786,-1.95246,-0.47526,-1.81788,0.295257,1.12377,-2.86293,15.873,21.2327,11.8279,13.0123
987,1,238.195,245.678,-1,-1,-1,0.973663,-1.74786,-1.95246,-0.47526,0.571204,0.295257,1.12377,-2.86293,31.979,21.2327,11.8279,13.0123
988,3,26.9548,221.985,158.966,62.1881,-1,-1.33013,1.51722,-1.09088,-0.47526,2.1713,-0.594957,-1.76327,-2.86293,36.0193,24.7948,10.1911,13.0123
989,1,73.1312,225.024,-1,-1,-1,0.375329,1.51722,-1.09088,-0.47526,1.84113,-0.594957,-1.76327,-2.86293,45.6074,24.7948,10.1911,13.0123
990,1,244.637,237.171,-1,-1,-1,0.410872,1.51722,-1.09088,-0.47526,-2.17115,-0.594957,-1.76327,-2.86293,18.7615,24.7948,10.1911,13.0123
991,1,198.39,189.094,-1,-1,-1,2.02507,1.51722,-1.09088,-0.47526,-1.34015,-0.594957,-1.76327,-2.86293,10.1207,24.7948,10.1911,13.0123
992,1,523.443,523.049,-1,-1,-1,0.937975,1.51722,-1.09088,-0.47526,-2.68453,-0.594957,-1.76327,-2.86293,80.6373,24.7948,10.1911,13.0123
993,2,326.914,236.869,91.4002,-1,-1,-0.905774,-0.419904,-1.09088,-0.47526,2.16825,2.44901,-1.76327,-2.86293,44.5165,18.7785,10.1911,13.0123
994,1,238.109,255.617,-1,-1,-1,0.43278,-0.419904,-1.09088,-0.47526,1.69725,2.44901,-1.76327,-2.86293,25.7689,18.7785,10.1911,13.0123
995,1,208.854,237.399,-1,-1,-1,-0.218028,-0.419904,-1.09088,-0.47526,-1.82782,2.44901,-1.76327,-2.86293,9.77657,18.7785,10.1911,13.0123
996,3,202.787,181.411,43.3429,36.8203,-1,0.378716,-0.102138,0.87966,-0.47526,1.54993,1.40827,-1.7687,-2.86293,39.2103,8.3484,7.72447,13.0123
997,1,321.167,266.642,-1,-1,-1,-1.16887,-0.102138,0.87966,-0.47526,2.61023,1.40827,-1.7687,-2.86293,35.5673,8.3484,7.72447,13.0123
998,1,556.097,536.503,-1,-1,-1,1.16386,-0.102138,0.87966,-0.47526,-2.5561,1.40827,-1.7687,-2.86293,26.7544,8.3484,7.72447,13.0123
999,3,465.002,202.379,169.874,109.012,-1,1.50997,-0.9353,0.832321,-0.47526,-1.69666,-1.88636,-1.26007,-2.86293,21.2756,17.8475,21.0196,13.0123
1000,1,181.54,215.701,-1,-1,-1,1.22288,-0.9353,0.832321,-0.47526,0.214503,-1.88636,-1.26007,-2.86293,28.9138,17.8475,21.0196,13.0123
1001,1,230.781,218.903,-1,-1,-1,-1.67112,-0.9353,0.832321,-0.47526,2.02945,-1.88636,-1.26007,-2.86293,24.3051,17.8475,21.0196,13.0123
1002,1,184.851,190.742,-1,-1,-1,-0.233421,-0.9353,0.832321,-0.47526,1.69142,-1.88636,-1.26007,-2.86293,24.6894,17.8475,21.0196,13.0123
1003,1,247.795,246.279,-1,-1,-1,-0.292988,-0.9353,0.832321,-0.47526,0.0968969,-1.88636,-1.26007,-2.86293,39.8823,17.8475,21.0196,13.0123
1004,3,333.263,196.688,120.739,42.166,-1,1.36982,-2.1986,1.03518,-0.47526,2.07713,-2.80815,2.51986,-2.86293,31.2704,6.97057,7.56386,13.0123
1005,2,303.822,178.684,98.4295,-1,-1,-1.31118,-2.08388,1.03518,-0.47526,3.11741,-2.9955,2.51986,-2.86293,24.641,12.2482,7.56386,13.0123
1006,2,184.188,166.419,81.0439,-1,-1,-0.411956,-2.24299,1.03518,-0.47526,2.14874,-1.65188,2.51986,-2.86293,17.3702,11.2545,7.56386,13.0123
1007,2,292.616,179.821,65.6188,-1,-1,0.669792,0.20799,1.03518,-0.47526,-1.1148,-1.1011,2.51986,-2.86293,31.3132,8.16012,7.56386,13.0123
1008,3,228.717,231.825,77.7445,39.8025,-1,-0.595968,1.87549,-0.866917,-0.47526,-2.00817,1.89504,-1.56101,-2.86293,28.4344,9.83087,5.09634,13.0123
1009,2,321.722,195.168,89.4316,-1,-1,-1.65251,-0.67375,-0.866917,-0.47526,2.4441,2.28232,-1.56101,-2.86293,29.9716,13.9931,5.09634,13.0123
1010,3,245.937,181.003,117.785,43.4053,-1,1.04993,0.574973,-0.101852,-0.47526,0.366649,0.453921,2.33003,-2.86293,21.7678,11.7659,7.49461,13.0123
1011,1,430.017,425.493,-1,-1,-1,0.70081,0.574973,-0.101852,-0.47526,1.2866,0.453921,2.33003,-2.86293,25.1491,11.7659,7.49461,13.0123
1012,1,281.661,365.082,-1,-1,-1,0.691155,0.574973,-0.101852,-0.47526,1.94586,0.453921,2.33003,-2.86293,36.0337,11.7659,7.49461,13.0123
1013,1,207.556,39.903,-1,-1,-1,-0.755382,0.574973,-0.101852,-0.47526,-0.769609,0.453921,2.33003,-2.86293,8.4038,11.7659,7.49461,13.0123
1014,2,149.347,234.526,94.488,-1,-1,0.67527,0.76066,-0.101852,-0.47526,2.66344,0.180147,2.33003,-2.86293,19.8446,11.5024,7.49461,13.0123
1015,2,217.56,286.103,271.962,-1,-1,-0.773784,2.07883,-0.101852,-0.47526,-0.272993,-2.6017,2.33003,-2.86293,45.0575,28.3688,7.49461,13.0123
1016,1,213.041,98.0843,-1,-1,-1,-2.18621,2.07883,-0.101852,-0.47526,-0.351979,-2.6017,2.33003,-2.86293,9.27507,28.3688,7.49461,13.0123
1017,3,444.771,272.555,243.777,77.9315,-1,1.89029,-0.00165088,0.562561,-0.47526,-2.37934,-0.813569,-0.844664,-2.86293,26.6786,30.458,11.0973,13.0123
1018,3,218.268,146.141,133.211,101.901,-1,0.407303,0.203687,0.238193,-0.47526,0.364525,0.730157,-3.1061,-2.86293,19.7888,11.1426,14.0985,13.0123
1019,1,334.231,327.765,-1,-1,-1,0.569744,0.203687,0.238193,-0.47526,0.241825,0.730157,-3.1061,-2.86293,24.3973,11.1426,14.0985,13.0123
1020,3,315.28,219.567,54.7532,51.6814,-1,0.580095,-0.247335,-1.58632,-0.47526,1.5607,1.46575,2.72568,-2.86293,26.113,8.26338,7.08803,13.0123
1021,1,278.857,262.832,-1,-1,-1,0.682879,-0.247335,-1.58632,-0.47526,2.87599,1.46575,2.72568,-2.86293,20.9837,8.26338,7.08803,13.0123
1022,2,428.96,402.048,49.4139,-1,-1,-0.62371,-0.114389,-1.58632,-0.47526,2.72912,2.94742,2.72568,-2.86293,41.2764,2.85434,7.08803,13.0123
1023,1,296.572,390.051,-1,-1,-1,0.385594,-0.114389,-1.58632,-0.47526,-3.08998,2.94742,2.72568,-2.86293,38.5717,2.85434,7.08803,13.0123
1024,2,298.583,261.906,58.3378,-1,-1,2.00749,1.44976,-1.58632,-0.47526,1.79459,1.71597,2.72568,-2.86293,24.4762,10.713,7.08803,13.0123
1025,2,156.003,209.14,39.3633,-1,-1,1.02579,-2.37635,-1.58632,-0.47526,1.50337,-1.46524,2.72568,-2.86293,24.8444,6.87492,7.08803,13.0123
1026,3,254.643,186.653,66.632,36.4271,-1,2.35176,1.27442,0.219899,-0.47526,2.56127,-2.4421,-2.24303,-2.86293,18.0306,8.00431,4.18408,13.0123
1027,2,309.446,283.905,37.8844,-1,-1,1.69456,1.17836,0.219899,-0.47526,3.03726,2.32948,-2.24303,-2.86293,32.1485,10.2645,4.18408,13.0123
1028,1,229.017,184.25,-1,-1,-1,0.612793,1.17836,0.219899,-0.47526,-2.90566,2.32948,-2.24303,-2.86293,15.5259,10.2645,4.18408,13.0123
1029,2,242.781,134.775,79.1022,-1,-1,-0.855463,-2.00965,0.219899,-0.47526,-2.5705,-1.42612,-2.24303,-2.86293,14.1463,10.9742,4.18408,13.0123
1030,1,251.944,220.911,-1,-1,-1,-2.10246,-2.00965,0.219899,-0.47526,0.696632,-1.42612,-2.24303,-2.86293,33.4301,10.9742,4.18408,13.0123
1031,2,367.729,309.49,70.5896,-1,-1,-0.854273,-0.256844,0.219899,-0.47526,-0.0895664,-0.897927,-2.24303,-2.86293,27.9752,15.342,4.18408,13.0123
1032,1,327.72,263.458,-1,-1,-1,-0.0479701,-0.256844,0.219899,-0.47526,0.983604,-0.897927,-2.24303,-2.86293,32.6197,15.342,4.18408,13.0123
1033,2,218.369,235.55,36.5604,-1,-1,0.73409,-2.27981,0.219899,-0.47526,1.74304,-1.69967,-2.24303,-2.86293,26.8648,7.07277,4.18408,13.0123
1034,2,219.377,175.579,40.7257,-1,-1,-1.2346,1.87055,0.219899,-0.47526,0.89259,1.95375,-2.24303,-2.86293,27.9189,7.10324,4.18408,13.0123
1035,1,242.194,214.688,-1,-1,-1,1.88381,1.87055,0.219899,-0.47526,3.12657,1.95375,-2.24303,-2.86293,22.9487,7.10324,4.18408,13.0123
1036,1,200.951,213.85,-1,-1,-1,-0.999753,1.87055,0.219899,-0.47526,0.478027,1.95375,-2.24303,-2.86293,29.7815,7.10324,4.18408,13.0123
1037,2,406.187,367.84,65.3875,-1,-1,1.66557,0.441364,0.219899,-0.47526,0.270415,-0.481321,-2.24303,-2.86293,18.166,9.21304,4.18408,13.0123
1038,1,168.373,231.492,-1,-1,-1,-0.412992,0.441364,0.219899,-0.47526,0.783284,-0.481321,-2.24303,-2.86293,32.3099,9.21304,4.18408,13.0123
1039,2,278.844,200.8,51.3842,-1,-1,0.0596962,-0.26659,0.219899,-0.47526,-0.409269,0.00893377,-2.24303,-2.86293,27.7976,5.98758,4.18408,13.0123
1040,2,294.274,269.164,85.6935,-1,-1,1.03435,-2.27648,0.219899,-0.47526,0.808234,1.50918,-2.24303,-2.86293,34.7837,12.9095,4.18408,13.0123
1041,4,242.788,164.092,117.906,78.0097,54.7698,-0.794184,0.238832,-1.39353,-1.28547,2.45668,2.80231,1.07697,-0.724838,17.2367,16.3659,14.0787,6.25533
1042,1,379.479,344.988,-1,-1,-1,-0.101933,0.238832,-1.39353,-1.28547,-2.72207,2.80231,1.07697,-0.724838,45.1988,16.3659,14.0787,6.25533
1043,1,292.753,213.559,-1,-1,-1,0.753725,0.238832,-1.39353,-1.28547,-0.576844,2.80231,1.07697,-0.724838,17.4404,16.3659,14.0787,6.25533
1044,2,149.378,188.118,184.62,-1,-1,-1.28875,-1.82661,-1.39353,-1.28547,-0.133118,2.10201,1.07697,-0.724838,23.7076,21.1825,14.0787,6.25533
1045,2,152.973,199.236,43.0743,-1,-1,1.009,2.38513,-1.39353,-1.28547,2.38149,-1.15135,1.07697,-0.724838,15.4204,8.95773,14.0787,6.25533
1046,4,235.356,171.982,67.5709,51.6973,40.0956,-0.267396,-1.45336,-1.469,0.225066,2.05076,-1.52669,2.08979,1.76127,14.6647,5.90038,8.94408,6.25678
1047,1,221.661,89.0946,-1,-1,-1,-1.97478,-1.45336,-1.469,0.225066,-0.743371,-1.52669,2.08979,1.76127,11.9294,5.90038,8.94408,6.25678
1048,1,472.193,491.406,-1,-1,-1,-0.80577,-1.45336,-1.469,0.225066,-1.90037,-1.52669,2.08979,1.76127,29.6589,5.90038,8.94408,6.25678
1049,4,285.363,185.807,81.3294,44.9681,37.2539,-0.60815,-1.0302,-0.226314,0.91859,0.959716,2.22641,1.22284,0.0134708,24.4153,10.9722,4.76114,8.24501
1050,3,342.788,162.357,132.437,79.3559,-1,-0.233331,0.384464,-0.369166,0.91859,-0.949861,-0.938313,-1.63423,0.0134708,24.4723,24.5672,13.1216,8.24501
1051,2,160.901,209.516,59.2285,-1,-1,-0.646111,1.72664,-0.369166,0.91859,-0.123088,-3.00922,-1.63423,0.0134708,14.2102,6.69678,13.1216,8.24501
1052,3,184.386,237.902,110.01,97.6663,-1,-0.208115,-0.447505,1.73771,0.91859,-1.39054,-0.75695,1.63284,0.0134708,19.1355,13.1556,10.438,8.24501
1053,2,231.163,231.518,76.6488,-1,-1,-1.83526,0.769904,1.73771,0.91859,2.67908,1.08226,1.63284,0.0134708,40.9883,5.22326,10.438,8.24501
1054,2,169.354,247.803,105.124,-1,-1,-2.07724,0.379516,1.73771,0.91859,-0.144433,1.92726,1.63284,0.0134708,16.5206,12.0929,10.438,8.24501
1055,2,162.292,164.286,73.003,-1,-1,0.393748,0.229729,1.73771,0.91859,2.78128,-3.12306,1.63284,0.0134708,29.3121,6.49801,10.438,8.24501
1056,1,135.789,214.582,-1,-1,-1,0.140959,0.229729,1.73771,0.91859,-1.51986,-3.12306,1.63284,0.0134708,16.5062,6.49801,10.438,8.24501
1057,3,305.18,241.559,114.15,38.6522,-1,1.41968,-0.99813,-1.36551,0.91859,2.1208,0.99451,1.43018,0.0134708,27.5022,16.8222,7.90609,8.24501
1058,2,222.697,176.511,112.956,-1,-1,1.07804,-0.829118,-1.36551,0.91859,-2.27336,-0.70763,1.43018,0.0134708,11.8042,17.9403,7.90609,8.24501
1059,4,547.908,428.273,56.9127,47.8196,45.6319,-1.50144,-1.80306,-1.93588,-1.55459,-0.540434,-0.0331892,-1.03093,-1.98796,48.4503,9.19955,10.5909,7.32435
1060,1,168.883,170.008,-1,-1,-1,0.902234,-1.80306,-1.93588,-1.55459,-1.00209,-0.0331892,-1.03093,-1.98796,21.6553,9.19955,10.5909,7.32435
1061,1,265.491,261.069,-1,-1,-1,1.24299,-1.80306,-1.93588,-1.55459,-0.519961,-0.0331892,-1.03093,-1.98796,25.2893,9.19955,10.5909,7.32435
1062,1,260.875,254.014,-1,-1,-1,2.10965,-1.80306,-1.93588,-1.55459,1.5554,-0.0331892,-1.03093,-1.98796,18.3661,9.19955,10.5909,7.32435
1063,2,207.212,183.803,77.1324,-1,-1,-0.395465,-0.189556,-1.93588,-1.55459,2.40015,-2.41542,-1.03093,-1.98796,23.7641,10.8612,10.5909,7.32435
1064,1,166.651,189.449,-1,-1,-1,1.02552,-0.189556,-1.93588,-1.55459,0.499485,-2.41542,-1.03093,-1.98796,13.9158,10.8612,10.5909,7.32435
1065,2,244.462,165.886,69.239,-1,-1,-1.39412,-2.01537,-1.93588,-1.55459,3.00718,3.12388,-1.03093,-1.98796,21.5575,12.3596,10.5909,7.32435
1066,2,343.937,398.589,44.7643,-1,-1,2.19267,-1.3787,-1.93588,-1.55459,-2.60797,1.15689,-1.03093,-1.98796,38.2366,8.67142,10.5909,7.32435
1067,2,719.781,502.853,271.414,-1,-1,-0.667891,0.784436,-1.93588,-1.55459,2.07475,2.22284,-1.03093,-1.98796,48.2854,20.2864,10.5909,7.32435
1068,1,212.581,185.839,-1,-1,-1,1.57296,0.784436,-1.93588,-1.55459,-0.409226,2.22284,-1.03093,-1.98796,15.1792,20.2864,10.5909,7.32435
1069,1,218.341,230.107,-1,-1,-1,-0.744883,0.784436,-1.93588,-1.55459,-3.02678,2.22284,-1.03093,-1.98796,19.4444,20.2864,10.5909,7.32435
1070,1,250.548,290.666,-1,-1,-1,0.186772,0.784436,-1.93588,-1.55459,1.69868,2.22284,-1.03093,-1.98796,37.3068,20.2864,10.5909,7.32435
1071,2,111.943,275.286,64.3958,-1,-1,-0.496562,1.98677,-1.93588,-1.55459,-0.571877,3.10232,-1.03093,-1.98796,16.8581,8.54268,10.5909,7.32435
1072,1,178.48,177.904,-1,-1,-1,1.20087,1.98677,-1.93588,-1.55459,2.94884,3.10232,-1.03093,-1.98796,15.3287,8.54268,10.5909,7.32435
1073,1,390.811,365.775,-1,-1,-1,1.53403,1.98677,-1.93588,-1.55459,-2.87042,3.10232,-1.03093,-1.98796,32.0877,8.54268,10.5909,7.32435
1074,2,164.716,180.666,103.848,-1,-1,-1.42082,1.52535,-1.93588,-1.55459,-2.42829,0.433953,-1.03093,-1.98796,13.7403,13.8807,10.5909,7.32435
1075,2,150.32,200.843,35.3819,-1,-1,0.52717,1.68862,-1.93588,-1.55459,-0.294819,-3.11853,-1.03093,-1.98796,18.676,5.19356,10.5909,7.32435
1076,1,216.188,233.523,-1,-1,-1,1.22644,1.68862,-1.93588,-1.55459,1.47472,-3.11853,-1.03093,-1.98796,29.5116,5.19356,10.5909,7.32435
1077,1,197.21,195.064,-1,-1,-1,-0.0622596,1.68862,-1.93588,-1.55459,-1.88775,-3.11853,-1.03093,-1.98796,12.513,5.19356,10.5909,7.32435
1078,1,277.368,77.2393,-1,-1,-1,1.05136,1.68862,-1.93588,-1.55459,0.157208,-3.11853,-1.03093,-1.98796,9.15653,5.19356,10.5909,7.32435
1079,2,324.859,202.377,90.4317,-1,-1,-0.111288,-0.737701,-1.93588,-1.55459,-0.161889,-0.4816,-1.03093,-1.98796,33.6825,17.0977,10.5909,7.32435
1080,1,187.445,194.952,-1,-1,-1,0.351853,-0.737701,-1.93588,-1.55459,0.265236,-0.4816,-1.03093,-1.98796,22.1525,17.0977,10.5909,7.32435
1081,2,196.877,129.105,92.1817,-1,-1,1.635,1.72251,-1.93588,-1.55459,-2.58202,-3.03911,-1.03093,-1.98796,23.5919,12.9759,10.5909,7.32435
1082,1,187.088,218.927,-1,-1,-1,1.05333,1.72251,-1.93588,-1.55459,-1.5001,-3.03911,-1.03093,-1.98796,22.115,12.9759,10.5909,7.32435
1083,1,323.738,336.66,-1,-1,-1,-1.7882,1.72251,-1.93588,-1.55459,0.99129,-3.03911,-1.03093,-1.98796,25.376,12.9759,10.5909,7.32435
1084,2,249.352,369.129,60.3479,-1,-1,0.0333946,-1.22729,-1.93588,-1.55459,2.10693,-1.04379,-1.03093,-1.98796,22.7092,10.7183,10.5909,7.32435
1085,1,186.915,59.1031,-1,-1,-1,0.130949,-1.22729,-1.93588,-1.55459,-2.54188,-1.04379,-1.03093,-1.98796,9.50653,10.7183,10.5909,7.32435
1086,1,253.41,106.288,-1,-1,-1,2.04723,-1.22729,-1.93588,-1.55459,0.199492,-1.04379,-1.03093,-1.98796,19.3797,10.7183,10.5909,7.32435
1087,1,166.095,173.374,-1,-1,-1,-0.714499,-1.22729,-1.93588,-1.55459,2.91563,-1.04379,-1.03093,-1.98796,7.95405,10.7183,10.5909,7.32435
1088,1,212.705,209.226,-1,-1,-1,0.169345,-1.22729,-1.93588,-1.55459,0.368313,-1.04379,-1.03093,-1.98796,13.6204,10.7183,10.5909,7.32435
1089,1,203.517,226.828,-1,-1,-1,1.30645,-1.22729,-1.93588,-1.55459,0.297827,-1.04379,-1.03093,-1.98796,21.9791,10.7183,10.5909,7.32435
1090,3,316.426,220.934,49.5446,36.1435,-1,1.05185,1.61179,-1.85183,-1.55459,1.2534,2.50731,1.46192,-1.98796,49.5234,8.13475,6.74994,7.32435
1091,1,294.734,283.222,-1,-1,-1,-1.92128,1.61179,-1.85183,-1.55459,-2.93851,2.50731,1.46192,-1.98796,45.3247,8.13475,6.74994,7.32435
1092,1,199.839,205.085,-1,-1,-1,0.723807,1.61179,-1.85183,-1.55459,-1.22944,2.50731,1.46192,-1.98796,23.0145,8.13475,6.74994,7.32435
1093,1,319.055,350.46,-1,-1,-1,0.857837,1.61179,-1.85183,-1.55459,0.894185,2.50731,1.46192,-1.98796,43.3083,8.13475,6.74994,7.32435
1094,1,221.864,222.772,-1,-1,-1,-1.79142,1.61179,-1.85183,-1.55459,-2.899,2.50731,1.46192,-1.98796,32.7967,8.13475,6.74994,7.32435
1095,1,187.176,169.552,-1,-1,-1,1.61677,1.61179,-1.85183,-1.55459,-0.451259,2.50731,1.46192,-1.98796,11.7804,8.13475,6.74994,7.32435
1096,3,182.844,305.117,92.2153,84.1831,-1,-2.14007,-2.00189,-1.96235,-1.55459,-0.0989411,2.83002,2.25697,-1.98796,31.8535,11.6414,10.456,7.32435
1097,1,244.534,296.824,-1,-1,-1,-0.344884,-2.00189,-1.96235,-1.55459,-2.26284,2.83002,2.25697,-1.98796,41.449,11.6414,10.456,7.32435
1098,3,209.791,200.524,104.102,35.3679,-1,-1.84953,-0.284195,0.13698,-1.55459,0.486982,-1.57065,-1.18635,-1.98796,24.3433,16.2782,5.68404,7.32435
