entry,numberOfJets,met,jetPtRec[0],jetPtRec[1],jetPtRec[2],jetPtRec[3],jetEtaRec[0],jetEtaRec[1],jetEtaRec[2],jetEtaRec[3],jetPhiRec[0],jetPhiRec[1],jetPhiRec[2],jetPhiRec[3],jetMass[0],jetMass[1],jetMass[2],jetMass[3]
530,2,203.876,269.404,160.983,-1,-1,-1.91611,0.48522,-0.434448,-1.32051,-1.39451,1.11129,-1.13494,-1.06219,51.6568,7.28606,8.92721,15.751
531,4,396.507,238.237,150.326,68.9911,55.5597,-1.03667,0.94116,1.55016,1.79735,0.309827,-1.15448,-2.08037,-2.64163,20.4612,30.2926,10.6228,7.35979
532,2,501.831,499.042,47,-1,-1,-0.691592,1.71006,1.55016,1.79735,-1.76486,-0.553587,-2.08037,-2.64163,43.646,6.38713,10.6228,7.35979
533,3,145.196,357.998,343.645,104.02,-1,-0.593181,0.526489,-1.99631,1.79735,1.02751,-1.4187,-2.29989,-2.64163,41.2955,16.2563,7.99671,7.35979
534,3,294.59,214.787,140.04,35.7678,-1,-1.65442,-0.846764,-2.06087,1.79735,0.660011,0.649139,-2.98589,-2.64163,19.5058,29.5712,3.20232,7.35979
535,5,541.246,255.103,136.765,72.7083,66.3049,1.13723,-0.445437,2.108,1.31023,-2.62643,-2.99344,-2.91863,-2.09137,52.9029,16.2392,13.8363,14.2032
536,2,201.793,320.384,90.6131,-1,-1,-1.25034,1.34949,2.108,1.31023,-2.93266,0.415219,-2.91863,-2.09137,30.9474,11.1689,13.8363,14.2032
537,2,220.377,154.31,52.8578,-1,-1,-0.628808,-0.197867,2.108,1.31023,1.65536,1.77977,-2.91863,-2.09137,25.3007,5.82905,13.8363,14.2032
538,1,152.792,148.509,-1,-1,-1,-1.45599,-0.197867,2.108,1.31023,-1.26617,1.77977,-2.91863,-2.09137,14.461,5.82905,13.8363,14.2032
539,2,445.058,364.809,40.2777,-1,-1,-0.867385,-0.238665,2.108,1.31023,0.932583,0.755492,-2.91863,-2.09137,30.5621,7.61075,13.8363,14.2032
540,1,243.917,194.188,-1,-1,-1,-0.617036,-0.238665,2.108,1.31023,-0.725111,0.755492,-2.91863,-2.09137,32.1038,7.61075,13.8363,14.2032
541,2,146.709,178.19,49.0147,-1,-1,0.292355,0.459572,2.108,1.31023,0.103995,3.12793,-2.91863,-2.09137,9.47222,8.60681,13.8363,14.2032
542,3,331.515,514.184,94.1896,52.025,-1,0.613045,-1.90689,-2.31489,1.31023,-2.94577,-0.166033,-0.404862,-2.09137,53.9522,21.5889,6.79141,14.2032
543,1,219.332,224.633,-1,-1,-1,-0.616914,-1.90689,-2.31489,1.31023,0.883391,-0.166033,-0.404862,-2.09137,29.1185,21.5889,6.79141,14.2032
544,1,178.521,195.025,-1,-1,-1,1.20717,-1.90689,-2.31489,1.31023,1.4006,-0.166033,-0.404862,-2.09137,16.5076,21.5889,6.79141,14.2032
545,0,226.746,-1,-1,-1,-1,1.20717,-1.90689,-2.31489,1.31023,1.4006,-0.166033,-0.404862,-2.09137,16.5076,21.5889,6.79141,14.2032
546,2,147.098,194.747,53.5938,-1,-1,0.728227,-1.31525,-2.31489,1.31023,3.05005,0.251595,-0.404862,-2.09137,33.3451,9.57636,6.79141,14.2032
547,4,318.136,320.51,116.082,38.9645,35.5892,2.24914,0.856113,-2.07784,1.53506,-2.49425,-1.43484,1.27021,0.823146,13.3871,18.2534,8.27028,6.78498
548,1,113.758,226.13,-1,-1,-1,-0.793028,0.856113,-2.07784,1.53506,2.65057,-1.43484,1.27021,0.823146,22.7216,18.2534,8.27028,6.78498
549,1,243.321,251.312,-1,-1,-1,-1.79396,0.856113,-2.07784,1.53506,-2.14781,-1.43484,1.27021,0.823146,26.278,18.2534,8.27028,6.78498
550,1,162.81,157.954,-1,-1,-1,-0.795616,0.856113,-2.07784,1.53506,1.08,-1.43484,1.27021,0.823146,16.4371,18.2534,8.27028,6.78498
551,3,713.745,506.865,175.725,65.7052,-1,1.43794,1.25737,0.801032,1.53506,-0.968586,-1.35817,-0.783315,0.823146,107.243,22.5659,7.95658,6.78498
552,2,370.459,269.632,83.3865,-1,-1,-1.28955,-0.618741,0.801032,1.53506,0.258655,-0.00604079,-0.783315,0.823146,24.2171,10.692,7.95658,6.78498
553,3,250.486,247.704,119.377,38.6242,-1,1.66222,-0.386903,-0.981736,1.53506,0.0692303,1.93322,2.17021,0.823146,22.6832,18.2914,4.67916,6.78498
554,1,413.988,429.321,-1,-1,-1,-0.863391,-0.386903,-0.981736,1.53506,-0.388396,1.93322,2.17021,0.823146,35.7362,18.2914,4.67916,6.78498
555,1,299.196,279.544,-1,-1,-1,-2.11546,-0.386903,-0.981736,1.53506,-2.26575,1.93322,2.17021,0.823146,40.6552,18.2914,4.67916,6.78498
556,2,182.638,277.081,129.781,-1,-1,-0.863401,-1.07571,-0.981736,1.53506,-0.384617,-2.69851,2.17021,0.823146,36.5739,15.4295,4.67916,6.78498
557,2,64.3082,223.426,184.267,-1,-1,1.28627,-1.44675,-0.981736,1.53506,0.414656,3.0653,2.17021,0.823146,28.6077,16.7849,4.67916,6.78498
558,1,269.157,252.596,-1,-1,-1,-0.706746,-1.44675,-0.981736,1.53506,0.713099,3.0653,2.17021,0.823146,25.7834,16.7849,4.67916,6.78498
559,1,320.941,352.605,-1,-1,-1,-0.577421,-1.44675,-0.981736,1.53506,-0.120231,3.0653,2.17021,0.823146,26.1833,16.7849,4.67916,6.78498
560,1,487.814,495.321,-1,-1,-1,0.81503,-1.44675,-0.981736,1.53506,-2.37721,3.0653,2.17021,0.823146,44.0029,16.7849,4.67916,6.78498
561,1,193.233,219.839,-1,-1,-1,0.972153,-1.44675,-0.981736,1.53506,1.33861,3.0653,2.17021,0.823146,24.6995,16.7849,4.67916,6.78498
562,1,161.643,174.129,-1,-1,-1,1.90518,-1.44675,-0.981736,1.53506,0.928686,3.0653,2.17021,0.823146,32.0872,16.7849,4.67916,6.78498
563,1,285.758,277.426,-1,-1,-1,-1.99284,-1.44675,-0.981736,1.53506,-1.58453,3.0653,2.17021,0.823146,38.4854,16.7849,4.67916,6.78498
564,2,331.189,341.481,45.588,-1,-1,-2.1906,-1.44622,-0.981736,1.53506,-1.30684,1.44419,2.17021,0.823146,14.669,6.54754,4.67916,6.78498
565,1,203.965,182.653,-1,-1,-1,0.210632,-1.44622,-0.981736,1.53506,-2.47271,1.44419,2.17021,0.823146,16.0032,6.54754,4.67916,6.78498
566,1,303.608,323.466,-1,-1,-1,1.71412,-1.44622,-0.981736,1.53506,-0.702687,1.44419,2.17021,0.823146,29.5453,6.54754,4.67916,6.78498
567,3,318.197,380,60.2446,53.0923,-1,-1.61437,0.338193,2.26917,1.53506,-3.0871,-1.36385,0.537109,0.823146,76.2895,13.2416,10.1781,6.78498
568,2,89.7423,211.142,120.083,-1,-1,2.21735,-0.269014,2.26917,1.53506,-0.662473,2.18555,0.537109,0.823146,25.2681,13.4035,10.1781,6.78498
569,1,234.392,52.4313,-1,-1,-1,1.78356,-0.269014,2.26917,1.53506,2.97047,2.18555,0.537109,0.823146,6.11726,13.4035,10.1781,6.78498
570,2,417.766,275.525,122.841,-1,-1,-1.15949,0.971886,2.26917,1.53506,-1.85385,-1.35514,0.537109,0.823146,24.6926,12.4809,10.1781,6.78498
571,2,342.792,168.142,53.0508,-1,-1,-0.0453188,-0.911162,2.26917,1.53506,-3.06072,2.98838,0.537109,0.823146,12.7105,11.9511,10.1781,6.78498
572,2,276.956,273.084,143.029,-1,-1,-2.23901,1.35981,2.26917,1.53506,2.29264,1.79871,0.537109,0.823146,24.0667,18.1153,10.1781,6.78498
573,2,255.917,201.959,37.2687,-1,-1,0.463382,1.75177,2.26917,1.53506,1.02218,2.55931,0.537109,0.823146,18.8144,6.11224,10.1781,6.78498
574,2,232.623,226.739,115.745,-1,-1,0.138978,1.10382,2.26917,1.53506,-2.16648,2.57495,0.537109,0.823146,29.2526,13.1079,10.1781,6.78498
575,4,197.038,109.108,96.2622,92.5158,46.9076,1.08893,1.90698,1.99662,1.44734,0.697788,0.178447,2.82831,1.70995,17.3058,13.2454,8.48944,7.7019
576,1,219.902,221.842,-1,-1,-1,0.73509,1.90698,1.99662,1.44734,-0.891761,0.178447,2.82831,1.70995,43.872,13.2454,8.48944,7.7019
577,2,199.481,278.561,96.5041,-1,-1,-0.282151,1.33561,1.99662,1.44734,2.8755,0.535427,2.82831,1.70995,22.292,12.0572,8.48944,7.7019
578,1,267.074,245.561,-1,-1,-1,-1.78265,1.33561,1.99662,1.44734,2.41964,0.535427,2.82831,1.70995,51.3883,12.0572,8.48944,7.7019
579,3,176.731,182.336,77.4087,39.9306,-1,-0.72955,-1.46285,-0.499119,1.44734,0.17983,2.03601,0.69411,1.70995,32.3852,10.8662,7.24094,7.7019
580,2,424.044,313.659,104.017,-1,-1,-0.819172,-1.3414,-0.499119,1.44734,-3.09591,-2.85741,0.69411,1.70995,27.9479,19.0421,7.24094,7.7019
581,1,208.137,272.431,-1,-1,-1,-1.90666,-1.3414,-0.499119,1.44734,1.92577,-2.85741,0.69411,1.70995,47.9216,19.0421,7.24094,7.7019
582,1,263.639,238.699,-1,-1,-1,-0.422642,-1.3414,-0.499119,1.44734,2.95962,-2.85741,0.69411,1.70995,21.647,19.0421,7.24094,7.7019
583,2,455.61,477.697,42.2928,-1,-1,0.537873,-0.617814,-0.499119,1.44734,-2.63044,0.039142,0.69411,1.70995,53.3086,6.98626,7.24094,7.7019
584,1,356.871,381.455,-1,-1,-1,-0.386582,-0.617814,-0.499119,1.44734,0.796597,0.039142,0.69411,1.70995,36.4363,6.98626,7.24094,7.7019
585,2,417.341,323.63,76.6648,-1,-1,0.388918,0.521058,-0.499119,1.44734,1.24682,2.21768,0.69411,1.70995,43.1797,6.85652,7.24094,7.7019
586,2,128.329,207.714,71.3418,-1,-1,-0.854927,1.0037,-0.499119,1.44734,1.06643,-2.46375,0.69411,1.70995,30.1116,11.4781,7.24094,7.7019
587,2,242.292,166.522,103.638,-1,-1,-2.01171,-1.73653,-0.499119,1.44734,-2.47392,3.09142,0.69411,1.70995,10.3612,11.8531,7.24094,7.7019
588,1,317.409,328.405,-1,-1,-1,0.547393,-1.73653,-0.499119,1.44734,-1.21443,3.09142,0.69411,1.70995,52.7071,11.8531,7.24094,7.7019
589,1,243.594,319.618,-1,-1,-1,-1.35673,-1.73653,-0.499119,1.44734,-0.486827,3.09142,0.69411,1.70995,28.4396,11.8531,7.24094,7.7019
590,3,640.255,551.273,71.1096,48.0341,-1,0.133707,0.463972,0.956925,1.44734,-1.63993,-1.1103,-0.870563,1.70995,93.6176,12.0881,7.9663,7.7019
591,3,348.365,369.266,186.847,54.8149,-1,1.45799,0.469932,0.0158499,1.44734,-0.306046,1.89396,-0.103516,1.70995,40.8872,17.3603,9.74691,7.7019
592,3,81.6828,363.881,336.081,54.7067,-1,0.0276602,-1.24026,0.756082,1.44734,2.44969,-0.515849,-3.07969,1.70995,41.7247,33.5541,8.21861,7.7019
593,2,584.778,466.25,158.883,-1,-1,0.524433,0.329858,0.756082,1.44734,-3.04376,-2.61377,-3.07969,1.70995,39.3316,10.007,8.21861,7.7019
594,2,386.59,274.338,139.562,-1,-1,1.3324,0.937774,0.756082,1.44734,-2.13278,-1.77529,-3.07969,1.70995,30.6712,13.9161,8.21861,7.7019
595,1,236.183,176.65,-1,-1,-1,2.28529,0.937774,0.756082,1.44734,-2.19899,-1.77529,-3.07969,1.70995,14.2856,13.9161,8.21861,7.7019
596,4,288.908,261.466,110.626,43.4194,36.8363,2.32751,0.452747,1.77643,-2.31832,-2.25124,-0.789564,-2.48572,-0.170209,11.5669,17.8811,8.61003,4.65705
597,1,401.483,404.111,-1,-1,-1,-0.18245,0.452747,1.77643,-2.31832,1.43865,-0.789564,-2.48572,-0.170209,31.5802,17.8811,8.61003,4.65705
598,3,105.141,224.047,89.6144,81.7656,-1,1.90402,1.6246,-0.0182152,-2.31832,1.79247,-1.34885,-2.67125,-0.170209,15.4168,15.8374,4.28445,4.65705
599,3,238.538,361.507,195.948,44.765,-1,1.82807,0.924601,-0.809993,-2.31832,-2.71442,-0.00549664,-1.3038,-0.170209,32.1308,33.4871,10.1165,4.65705
600,2,305.675,326.148,69.594,-1,-1,0.626714,-1.03901,-0.809993,-2.31832,0.76685,2.66392,-1.3038,-0.170209,35.9379,8.84097,10.1165,4.65705
601,1,262.506,282.978,-1,-1,-1,-0.529212,-1.03901,-0.809993,-2.31832,0.429303,2.66392,-1.3038,-0.170209,25.9974,8.84097,10.1165,4.65705
602,3,313.597,285.106,102.25,65.5965,-1,2.39531,1.37109,0.407311,-2.31832,-0.371926,0.798094,-2.27229,-0.170209,21.1628,11.6902,10.3565,4.65705
603,3,313.597,285.106,102.25,65.5965,-1,2.39531,1.37109,0.407311,-2.31832,-0.371926,0.798094,-2.27229,-0.170209,21.1628,11.6902,10.3565,4.65705
604,1,219.105,49.9363,-1,-1,-1,0.0880699,1.37109,0.407311,-2.31832,1.36636,0.798094,-2.27229,-0.170209,7.35885,11.6902,10.3565,4.65705
605,1,200.442,226.05,-1,-1,-1,-1.36137,1.37109,0.407311,-2.31832,-0.297081,0.798094,-2.27229,-0.170209,15.3253,11.6902,10.3565,4.65705
606,2,257.833,198.755,50.2531,-1,-1,-1.7807,-0.663712,0.407311,-2.31832,-1.01527,-1.10137,-2.27229,-0.170209,19.0925,8.3986,10.3565,4.65705
607,2,174.203,219.716,73.9499,-1,-1,-1.23503,0.607989,0.407311,-2.31832,-2.83719,-0.385374,-2.27229,-0.170209,24.3382,11.2522,10.3565,4.65705
608,2,110.023,228.844,137.569,-1,-1,0.0466035,-1.6686,0.407311,-2.31832,-1.10221,2.46307,-2.27229,-0.170209,33.8992,18.6718,10.3565,4.65705
609,3,47.2351,134.971,129.009,99.0542,-1,1.92895,0.255247,1.33754,-2.31832,-2.34879,1.32039,-0.943288,-0.170209,10.8535,16.6766,18.7137,4.65705
610,3,455.214,229.676,168.184,104.195,-1,-0.00724781,-0.649561,-1.39529,-2.31832,1.97871,2.77755,2.73317,-0.170209,12.3289,40.3755,13.1239,4.65705
611,2,113.265,45.3622,40.3123,-1,-1,2.05803,0.322723,-1.39529,-2.31832,-1.52322,3.04688,2.73317,-0.170209,10.1649,10.9879,13.1239,4.65705
612,2,247.501,270.91,115.119,-1,-1,-0.343642,-0.421488,-1.39529,-2.31832,1.01637,-1.19129,2.73317,-0.170209,29.5427,15.6802,13.1239,4.65705
613,1,201.425,200.871,-1,-1,-1,1.12221,-0.421488,-1.39529,-2.31832,-2.53181,-1.19129,2.73317,-0.170209,30.6503,15.6802,13.1239,4.65705
614,2,98.6814,148.674,101.469,-1,-1,-0.0312102,0.707986,-1.39529,-2.31832,-2.59735,0.49621,2.73317,-0.170209,14.2243,11.2641,13.1239,4.65705
615,3,207.459,124.24,55.647,38.8315,-1,-2.24704,0.722319,0.918295,-2.31832,-1.33386,-1.66838,-2.18111,-0.170209,19.9643,10.184,5.43934,4.65705
616,1,205.856,170.996,-1,-1,-1,-1.49863,0.722319,0.918295,-2.31832,-1.29767,-1.66838,-2.18111,-0.170209,23.6102,10.184,5.43934,4.65705
617,4,189.459,230.222,172.914,76.4358,49.2772,0.716794,-1.53428,2.28478,0.651948,-1.44854,1.01713,-0.475697,-2.94016,25.7126,18.0813,8.91286,8.2097
618,5,239.937,463.126,225.259,109.466,54.5928,-0.61243,1.22531,-1.49891,1.53557,-1.24099,1.90645,2.42117,-2.02713,46.7422,23.2587,14.2065,10.8158
619,2,295.288,192.593,99.7613,-1,-1,-0.0175628,-0.666013,-1.49891,1.53557,-1.15692,-0.477659,2.42117,-2.02713,18.9727,13.0246,14.2065,10.8158
620,2,158.52,128.414,125.56,-1,-1,1.94076,2.30467,-1.49891,1.53557,0.87551,3.04444,2.42117,-2.02713,17.8566,6.77343,14.2065,10.8158
621,1,341.962,295.239,-1,-1,-1,-2.02152,2.30467,-1.49891,1.53557,0.459466,3.04444,2.42117,-2.02713,17.0984,6.77343,14.2065,10.8158
622,4,267.856,244.329,68.0345,47.6325,45.07,-0.562139,-0.837324,-0.995861,-1.68591,-2.75144,0.295678,-2.57139,2.02,35.0965,8.67955,5.95983,7.52792
623,4,353.099,209.601,87.4727,73.1817,35.1813,-1.08081,-0.178459,0.168074,0.536645,-2.67212,2.26479,2.62848,2.23603,20.107,16.5392,13.9763,5.38501
624,3,213.37,188.606,50.7179,38.5775,-1,-0.11312,0.0870064,0.515751,0.536645,-0.41827,-1.23517,1.91143,2.23603,25.7662,7.89365,5.81642,5.38501
625,2,253.982,283.928,52.7004,-1,-1,1.35579,1.09736,0.515751,0.536645,2.70163,-0.495128,1.91143,2.23603,28.6156,10.9589,5.81642,5.38501
626,1,436.988,445.269,-1,-1,-1,2.33608,1.09736,0.515751,0.536645,-0.232847,-0.495128,1.91143,2.23603,25.7324,10.9589,5.81642,5.38501
627,1,573.257,568.333,-1,-1,-1,0.274757,1.09736,0.515751,0.536645,-2.60795,-0.495128,1.91143,2.23603,27.2902,10.9589,5.81642,5.38501
628,1,266.436,233.905,-1,-1,-1,-0.255528,1.09736,0.515751,0.536645,2.86966,-0.495128,1.91143,2.23603,30.1324,10.9589,5.81642,5.38501
629,1,259.835,249.951,-1,-1,-1,0.511672,1.09736,0.515751,0.536645,2.03191,-0.495128,1.91143,2.23603,38.507,10.9589,5.81642,5.38501
630,3,96.5918,179.741,113.764,49.4397,-1,1.54629,-0.754895,2.29945,0.536645,0.426492,2.86136,-0.566053,2.23603,19.9787,15.3446,5.22547,5.38501
631,2,159.406,196.307,61.3726,-1,-1,0.322329,-0.728048,2.29945,0.536645,0.402842,2.81393,-0.566053,2.23603,35.3465,5.05809,5.22547,5.38501
632,1,219.667,189.864,-1,-1,-1,0.134068,-0.728048,2.29945,0.536645,-0.0568809,2.81393,-0.566053,2.23603,22.3321,5.05809,5.22547,5.38501
633,3,324.126,229.531,51.2813,43.1576,-1,-0.423567,-0.882259,-2.05201,0.536645,-2.65129,-2.8513,-1.88971,2.23603,28.2763,5.81901,6.64592,5.38501
634,1,267.204,271.729,-1,-1,-1,0.295646,-0.882259,-2.05201,0.536645,2.46488,-2.8513,-1.88971,2.23603,29.1228,5.81901,6.64592,5.38501
635,4,716.08,321.102,300.675,189.685,37.0061,-0.50033,1.39456,-0.867425,0.135215,1.03353,1.8587,2.03829,-0.860801,23.703,52.4913,27.3224,6.66648
636,1,105.677,212.973,-1,-1,-1,-1.87861,1.39456,-0.867425,0.135215,-1.92779,1.8587,2.03829,-0.860801,25.8832,52.4913,27.3224,6.66648
637,1,250.936,124.125,-1,-1,-1,-1.23867,1.39456,-0.867425,0.135215,0.80731,1.8587,2.03829,-0.860801,10.8708,52.4913,27.3224,6.66648
638,1,253.127,216.892,-1,-1,-1,-0.859175,1.39456,-0.867425,0.135215,-2.5125,1.8587,2.03829,-0.860801,17.2726,52.4913,27.3224,6.66648
639,3,404.721,345.437,160.044,52.4736,-1,0.393246,-1.70989,-2.35646,0.135215,0.310795,1.95301,2.35854,-0.860801,15.3576,30.0484,10.9115,6.66648
640,1,196.427,215.047,-1,-1,-1,-0.592553,-1.70989,-2.35646,0.135215,2.78523,1.95301,2.35854,-0.860801,17.7851,30.0484,10.9115,6.66648
641,1,255.199,254.891,-1,-1,-1,0.603838,-1.70989,-2.35646,0.135215,-2.52883,1.95301,2.35854,-0.860801,20.809,30.0484,10.9115,6.66648
642,3,208.48,179.98,169.382,142.649,-1,0.934602,0.977093,-1.31104,0.135215,0.657358,1.11851,-2.16699,-0.860801,22.1187,23.7195,16.8028,6.66648
643,1,204.021,229.816,-1,-1,-1,1.50837,0.977093,-1.31104,0.135215,-1.76446,1.11851,-2.16699,-0.860801,22.1469,23.7195,16.8028,6.66648
644,1,277.149,246.008,-1,-1,-1,-0.212718,0.977093,-1.31104,0.135215,2.44252,1.11851,-2.16699,-0.860801,18.1576,23.7195,16.8028,6.66648
645,2,431.24,333.582,90.8238,-1,-1,1.50683,-0.00510526,-1.31104,0.135215,1.80519,2.37321,-2.16699,-0.860801,68.1057,17.6004,16.8028,6.66648
646,2,212.12,202.973,36.2045,-1,-1,1.49308,-2.24403,-1.31104,0.135215,-1.85377,-0.322761,-2.16699,-0.860801,29.1298,8.34871,16.8028,6.66648
647,3,260.699,375.382,162.726,72.3907,-1,0.176254,-1.40824,-0.931721,0.135215,1.435,-2.81096,-2.6985,-0.860801,23.3998,20.089,6.37198,6.66648
648,3,288.611,192.585,82.6384,40.6233,-1,-2.14418,-1.34923,-2.34308,0.135215,-0.670562,-0.657715,0.135253,-0.860801,37.0135,12.572,5.32476,6.66648
649,3,414.09,505.634,106.945,37.114,-1,-0.479919,-0.468004,-0.527367,0.135215,-3.07268,0.258637,-1.97671,-0.860801,52.0033,12.8311,5.01472,6.66648
650,1,186.806,180.646,-1,-1,-1,1.19081,-0.468004,-0.527367,0.135215,1.14618,0.258637,-1.97671,-0.860801,34.6493,12.8311,5.01472,6.66648
651,1,241.323,227.815,-1,-1,-1,0.531005,-0.468004,-0.527367,0.135215,-0.640554,0.258637,-1.97671,-0.860801,35.2432,12.8311,5.01472,6.66648
652,3,375.323,376.604,237.864,64.919,-1,0.227373,0.348619,-2.1835,0.135215,2.4657,0.483045,-3.02431,-0.860801,21.3284,27.9505,7.27672,6.66648
653,1,225.276,239.402,-1,-1,-1,-0.519569,0.348619,-2.1835,0.135215,3.09986,0.483045,-3.02431,-0.860801,20.3653,27.9505,7.27672,6.66648
654,3,63.6199,196.165,144.232,58.3135,-1,-1.88426,0.107031,-2.02928,0.135215,-0.759471,2.67232,2.7591,-0.860801,27.6403,22.9766,6.82411,6.66648
655,3,371.742,303.651,104.367,59.4949,-1,0.228149,-0.583874,-2.16825,0.135215,0.833734,0.450301,2.54626,-0.860801,20.1077,12.669,9.66629,6.66648
656,1,184.016,156.507,-1,-1,-1,-0.152002,-0.583874,-2.16825,0.135215,-2.02043,0.450301,2.54626,-0.860801,39.4625,12.669,9.66629,6.66648
657,1,372.638,351.107,-1,-1,-1,0.350614,-0.583874,-2.16825,0.135215,-1.72476,0.450301,2.54626,-0.860801,30.4822,12.669,9.66629,6.66648
658,2,529.883,385.692,70.114,-1,-1,-1.32292,-0.816212,-2.16825,0.135215,-1.29307,-1.1922,2.54626,-0.860801,56.3383,10.38,9.66629,6.66648
659,1,179.033,183.273,-1,-1,-1,-1.15201,-0.816212,-2.16825,0.135215,0.128071,-1.1922,2.54626,-0.860801,15.5865,10.38,9.66629,6.66648
660,1,216.036,214.972,-1,-1,-1,-1.70845,-0.816212,-2.16825,0.135215,-0.765757,-1.1922,2.54626,-0.860801,14.1333,10.38,9.66629,6.66648
661,1,254.674,289.426,-1,-1,-1,0.59601,-0.816212,-2.16825,0.135215,1.72872,-1.1922,2.54626,-0.860801,26.6663,10.38,9.66629,6.66648
662,2,195.572,250.232,35.9215,-1,-1,-1.23784,-0.596827,-2.16825,0.135215,-1.6385,1.0404,2.54626,-0.860801,17.088,5.20522,9.66629,6.66648
663,1,254.357,199.316,-1,-1,-1,0.884358,-0.596827,-2.16825,0.135215,-3.01718,1.0404,2.54626,-0.860801,7.33699,5.20522,9.66629,6.66648
664,5,557.437,360.068,236.575,114.105,112.019,0.0805746,-0.244805,1.59151,1.08603,-1.56119,-1.32075,-2.45017,2.79321,42.9422,11.2885,15.6285,10.1937
665,2,228.354,273.14,99.991,-1,-1,1.29428,1.65389,1.59151,1.08603,2.32923,-2.14996,-2.45017,2.79321,33.9715,16.2696,15.6285,10.1937
666,0,113.225,-1,-1,-1,-1,1.29428,1.65389,1.59151,1.08603,2.32923,-2.14996,-2.45017,2.79321,33.9715,16.2696,15.6285,10.1937
667,2,192.459,273.383,64.2753,-1,-1,-1.01276,2.01005,1.59151,1.08603,-1.02762,1.47218,-2.45017,2.79321,29.1789,8.22301,15.6285,10.1937
668,2,298.859,186.119,56.3262,-1,-1,-0.882763,-1.81582,1.59151,1.08603,2.3819,2.91144,-2.45017,2.79321,20.9952,12.2737,15.6285,10.1937
669,4,488.989,262.448,152.744,67.0596,39.2729,-0.170338,-1.54691,1.33571,-1.21631,-0.288334,-1.06033,-0.394296,0.345649,33.5364,21.104,12.8579,7.74701
670,3,404.252,317.88,229.431,163.322,-1,0.416375,-1.15536,0.591537,-1.21631,3.04255,1.80886,-1.63014,0.345649,44.7165,14.5525,18.7854,7.74701
671,1,234.231,229.68,-1,-1,-1,-0.795233,-1.15536,0.591537,-1.21631,-1.94944,1.80886,-1.63014,0.345649,22.1046,14.5525,18.7854,7.74701
672,1,276.508,277.832,-1,-1,-1,-1.39582,-1.15536,0.591537,-1.21631,1.13377,1.80886,-1.63014,0.345649,35.5611,14.5525,18.7854,7.74701
673,1,287.526,302.559,-1,-1,-1,1.16551,-1.15536,0.591537,-1.21631,-0.380035,1.80886,-1.63014,0.345649,48.1262,14.5525,18.7854,7.74701
674,5,161.967,122.058,121.973,113.248,64.4012,-0.608472,-2.01473,0.310944,1.1627,-0.043325,2.28833,-2.79615,-0.301227,19.4085,14.7181,12.5728,7.69963
675,1,262.35,223.425,-1,-1,-1,1.02791,-2.01473,0.310944,1.1627,-1.6323,2.28833,-2.79615,-0.301227,27.6985,14.7181,12.5728,7.69963
676,1,150.662,195.229,-1,-1,-1,0.756342,-2.01473,0.310944,1.1627,-0.530981,2.28833,-2.79615,-0.301227,19.9871,14.7181,12.5728,7.69963
677,1,334.439,342.54,-1,-1,-1,-1.54409,-2.01473,0.310944,1.1627,-2.7449,2.28833,-2.79615,-0.301227,32.0521,14.7181,12.5728,7.69963
678,3,115.661,225.518,81.87,39.218,-1,0.0344188,-0.871671,-1.35652,1.1627,-0.821912,2.85601,2.25879,-0.301227,8.49414,12.4483,8.20449,7.69963
679,2,107.391,157.571,106.225,-1,-1,-1.04889,-0.400134,-1.35652,1.1627,-2.98595,0.756131,2.25879,-0.301227,23.7983,12.8129,8.20449,7.69963
680,1,186.407,168.71,-1,-1,-1,1.37332,-0.400134,-1.35652,1.1627,1.67132,0.756131,2.25879,-0.301227,23.077,12.8129,8.20449,7.69963
681,2,143.633,216.746,56.8568,-1,-1,-0.954075,1.45074,-1.35652,1.1627,3.1213,0.478899,2.25879,-0.301227,21.492,8.76118,8.20449,7.69963
682,2,293.32,322.331,46.613,-1,-1,-0.664504,1.22116,-1.35652,1.1627,0.37984,2.94424,2.25879,-0.301227,38.4291,7.69698,8.20449,7.69963
683,1,191.023,190.197,-1,-1,-1,1.12179,1.22116,-1.35652,1.1627,0.55626,2.94424,2.25879,-0.301227,18.6024,7.69698,8.20449,7.69963
684,3,261.036,134.642,132.705,45.4493,-1,-0.726784,-0.370042,2.38514,1.1627,2.97997,-2.79949,1.18471,-0.301227,16.8835,16.7173,7.28607,7.69963
685,3,282.939,371.965,161.507,53.9548,-1,0.207484,1.48512,1.45259,1.1627,-2.52997,0.474222,1.2614,-0.301227,34.5606,21.394,8.35495,7.69963
686,4,288.882,412.371,86.0844,71.1346,39.1496,0.447431,-1.73672,-1.82186,-0.33318,0.816312,-1.36729,-2.62752,1.5574,29.5039,9.58932,10.9394,7.89211
687,1,205.527,208.74,-1,-1,-1,-0.600391,-1.73672,-1.82186,-0.33318,0.407654,-1.36729,-2.62752,1.5574,5.22342,9.58932,10.9394,7.89211
688,2,304.773,38.1722,37.3631,-1,-1,-1.64919,1.41258,-1.82186,-0.33318,2.99197,1.70275,-2.62752,1.5574,6.01961,5.7758,10.9394,7.89211
689,2,212.767,227.62,67.3621,-1,-1,0.663623,-1.0472,-1.82186,-0.33318,-1.54174,3.07719,-2.62752,1.5574,33.8138,12.9088,10.9394,7.89211
