entry,numberOfJets,met,jetPtRec[0],jetPtRec[1],jetPtRec[2],jetPtRec[3],jetEtaRec[0],jetEtaRec[1],jetEtaRec[2],jetEtaRec[3],jetPhiRec[0],jetPhiRec[1],jetPhiRec[2],jetPhiRec[3],jetMass[0],jetMass[1],jetMass[2],jetMass[3]
690,2,254.245,288.831,114.219,-1,-1,-0.728751,-1.0336,-1.82186,-0.33318,2.47073,0.983359,-2.62752,1.5574,26.6481,18.8565,10.9394,7.89211
691,3,187.714,427.113,281.89,95.9758,-1,-1.27388,-1.1233,-0.357965,-0.33318,-1.89471,0.325087,1.44126,1.5574,34.4806,32.7946,16.8187,7.89211
692,2,233.734,219.078,42.5148,-1,-1,-0.391109,-0.925469,-0.357965,-0.33318,0.0756336,2.24044,1.44126,1.5574,32.1182,7.9677,16.8187,7.89211
693,4,206.312,153.584,64.6791,60.6367,51.5969,-0.0816718,0.330621,-0.289373,0.422543,-1.47149,-1.58214,2.26387,-0.307933,31.3307,12.2515,13.1461,5.36934
694,4,206.312,153.584,64.6791,60.6367,51.5969,-0.0816718,0.330621,-0.289373,0.422543,-1.47149,-1.58214,2.26387,-0.307933,31.3307,12.2515,13.1461,5.36934
695,2,155.359,97.9746,78.1769,-1,-1,1.44458,2.10454,-0.289373,0.422543,-2.69148,-2.75938,2.26387,-0.307933,13.0851,8.04013,13.1461,5.36934
696,2,220.256,314.732,96.646,-1,-1,1.79196,-0.357115,-0.289373,0.422543,0.321541,-2.29495,2.26387,-0.307933,23.7654,12.7659,13.1461,5.36934
697,3,392.314,286.284,180.481,76.4364,-1,0.328542,0.451992,1.60104,0.422543,2.67884,1.96554,-1.0473,-0.307933,30.825,25.125,11.0304,5.36934
698,1,52.802,155.426,-1,-1,-1,-0.00429861,0.451992,1.60104,0.422543,-0.370106,1.96554,-1.0473,-0.307933,32.7967,25.125,11.0304,5.36934
699,3,217.5,214.013,171.541,62.7162,-1,1.50836,0.139973,-0.547383,0.422543,-0.975521,3.0225,-2.54631,-0.307933,27.4007,17.9764,9.96363,5.36934
700,2,407.664,596.16,232.618,-1,-1,1.17003,-1.98869,-0.547383,0.422543,-0.0296656,2.3437,-2.54631,-0.307933,44.0056,19.8919,9.96363,5.36934
701,2,406.349,314.049,105.768,-1,-1,0.058244,1.53629,-0.547383,0.422543,-0.482075,0.305789,-2.54631,-0.307933,43.1954,9.35853,9.96363,5.36934
702,2,298.193,257.465,52.6979,-1,-1,0.912437,0.216919,-0.547383,0.422543,-1.04003,0.00428021,-2.54631,-0.307933,23.884,6.28637,9.96363,5.36934
703,2,260.015,300.433,49.6726,-1,-1,-1.28457,0.858891,-0.547383,0.422543,-1.93521,2.15532,-2.54631,-0.307933,28.9602,8.95596,9.96363,5.36934
704,4,197.009,192.332,90.0872,73.4381,35.765,1.21726,0.550314,-0.240879,-0.0621566,1.04262,1.22402,-2.79604,-2.35243,19.5228,10.916,14.4103,3.46055
705,2,272.825,108.055,77.0466,-1,-1,-0.30745,-1.70361,-0.240879,-0.0621566,-0.333615,-0.912851,-2.79604,-2.35243,12.7701,15.3973,14.4103,3.46055
706,2,253.275,269.074,87.2994,-1,-1,-1.32304,-0.326329,-0.240879,-0.0621566,1.62614,1.95331,-2.79604,-2.35243,30.9112,11.144,14.4103,3.46055
707,1,182.309,234.781,-1,-1,-1,0.0116031,-0.326329,-0.240879,-0.0621566,-0.094738,1.95331,-2.79604,-2.35243,17.1619,11.144,14.4103,3.46055
708,0,202.802,-1,-1,-1,-1,0.0116031,-0.326329,-0.240879,-0.0621566,-0.094738,1.95331,-2.79604,-2.35243,17.1619,11.144,14.4103,3.46055
709,1,264.232,265.814,-1,-1,-1,-2.33477,-0.326329,-0.240879,-0.0621566,-0.0319245,1.95331,-2.79604,-2.35243,16.6969,11.144,14.4103,3.46055
710,0,206.72,-1,-1,-1,-1,-2.33477,-0.326329,-0.240879,-0.0621566,-0.0319245,1.95331,-2.79604,-2.35243,16.6969,11.144,14.4103,3.46055
711,1,216.344,226.62,-1,-1,-1,-0.0959158,-0.326329,-0.240879,-0.0621566,2.31304,1.95331,-2.79604,-2.35243,16.1944,11.144,14.4103,3.46055
712,2,267.188,220.198,136.05,-1,-1,0.200396,1.25609,-0.240879,-0.0621566,-2.17108,2.70119,-2.79604,-2.35243,27.5054,22.836,14.4103,3.46055
713,2,246.263,116.192,61.852,-1,-1,2.00981,2.36544,-0.240879,-0.0621566,-0.806046,-1.02376,-2.79604,-2.35243,24.263,8.13343,14.4103,3.46055
714,1,210.441,213.323,-1,-1,-1,2.07189,2.36544,-0.240879,-0.0621566,-0.239141,-1.02376,-2.79604,-2.35243,24.4826,8.13343,14.4103,3.46055
715,1,216.922,169.709,-1,-1,-1,0.730516,2.36544,-0.240879,-0.0621566,0.987881,-1.02376,-2.79604,-2.35243,26.6353,8.13343,14.4103,3.46055
716,1,173.208,98.0558,-1,-1,-1,1.11786,2.36544,-0.240879,-0.0621566,-1.44191,-1.02376,-2.79604,-2.35243,15.4787,8.13343,14.4103,3.46055
717,2,226.573,170.344,36.1938,-1,-1,-0.813489,-1.43903,-0.240879,-0.0621566,1.47602,1.38976,-2.79604,-2.35243,22.4742,6.4776,14.4103,3.46055
718,2,253.447,129.843,122.594,-1,-1,0.316163,2.0045,-0.240879,-0.0621566,-1.00881,0.0188306,-2.79604,-2.35243,20.2082,24.4942,14.4103,3.46055
719,1,198.467,152.153,-1,-1,-1,1.60265,2.0045,-0.240879,-0.0621566,3.09457,0.0188306,-2.79604,-2.35243,26.0017,24.4942,14.4103,3.46055
720,2,121.037,283.482,99.4846,-1,-1,2.07083,0.567668,-0.240879,-0.0621566,1.54201,-1.08063,-2.79604,-2.35243,32.9791,8.06454,14.4103,3.46055
721,2,122.927,201.907,97.9194,-1,-1,-1.4514,-1.36024,-0.240879,-0.0621566,0.797152,-1.72387,-2.79604,-2.35243,30.3948,11.849,14.4103,3.46055
722,1,274.362,252.1,-1,-1,-1,-0.21874,-1.36024,-0.240879,-0.0621566,-2.39204,-1.72387,-2.79604,-2.35243,35.9289,11.849,14.4103,3.46055
723,2,173.861,249.793,39.8821,-1,-1,1.01596,1.89175,-0.240879,-0.0621566,1.30503,0.60011,-2.79604,-2.35243,45.7604,7.80784,14.4103,3.46055
724,2,249.535,181.071,68.9717,-1,-1,0.317664,-0.370341,-0.240879,-0.0621566,-1.22691,-1.06107,-2.79604,-2.35243,22.8216,13.4726,14.4103,3.46055
725,2,154.699,280.533,208.624,-1,-1,-1.67023,-1.24303,-0.240879,-0.0621566,-2.82881,-0.0522923,-2.79604,-2.35243,32.1411,22.897,14.4103,3.46055
726,3,191.38,128.732,63.1541,46.5882,-1,-0.916889,-0.322398,2.24675,-0.0621566,-1.9614,-2.13041,0.537391,-2.35243,10.6779,8.84197,11.7226,3.46055
727,1,328.347,355.758,-1,-1,-1,-1.92517,-0.322398,2.24675,-0.0621566,-0.355841,-2.13041,0.537391,-2.35243,21.856,8.84197,11.7226,3.46055
728,2,221.361,171.066,41.9247,-1,-1,0.352006,0.334171,2.24675,-0.0621566,-2.20602,-1.20473,0.537391,-2.35243,18.5572,7.65946,11.7226,3.46055
729,1,315.504,311.07,-1,-1,-1,-0.182189,0.334171,2.24675,-0.0621566,2.2203,-1.20473,0.537391,-2.35243,11.6413,7.65946,11.7226,3.46055
730,3,158.736,238.377,118.111,37.864,-1,1.77864,0.360232,1.84552,-0.0621566,-0.467963,-2.46433,2.22151,-2.35243,23.0479,18.922,4.09195,3.46055
731,2,627.141,507.862,113.538,-1,-1,0.682889,1.70353,1.84552,-0.0621566,0.534096,1.06678,2.22151,-2.35243,65.1352,18.1991,4.09195,3.46055
732,2,171.458,190.003,94.9663,-1,-1,1.32393,-1.73347,1.84552,-0.0621566,-3.12031,-1.18369,2.22151,-2.35243,18.3525,13.4078,4.09195,3.46055
733,2,315.735,254.706,74.6745,-1,-1,-1.88085,-2.31093,1.84552,-0.0621566,1.89438,2.3355,2.22151,-2.35243,28.6977,10.4371,4.09195,3.46055
734,2,332.935,349.625,73.4826,-1,-1,-2.37508,-0.87064,1.84552,-0.0621566,1.268,-2.6889,2.22151,-2.35243,24.5314,14.7549,4.09195,3.46055
735,1,377.003,354.74,-1,-1,-1,2.03197,-0.87064,1.84552,-0.0621566,-2.94792,-2.6889,2.22151,-2.35243,20.3065,14.7549,4.09195,3.46055
736,1,238.69,237.846,-1,-1,-1,-1.09764,-0.87064,1.84552,-0.0621566,0.692387,-2.6889,2.22151,-2.35243,32.7993,14.7549,4.09195,3.46055
737,1,289.768,308.949,-1,-1,-1,2.08794,-0.87064,1.84552,-0.0621566,-2.85951,-2.6889,2.22151,-2.35243,39.5566,14.7549,4.09195,3.46055
738,4,188.241,116.584,46.6286,45.5676,43.4159,-0.75269,-0.723877,-1.37974,-1.49711,2.50451,0.870216,1.22259,2.59771,18.3996,4.98669,6.98093,8.60938
739,1,339.405,344.969,-1,-1,-1,-0.0977279,-0.723877,-1.37974,-1.49711,-1.78703,0.870216,1.22259,2.59771,23.2107,4.98669,6.98093,8.60938
740,3,224.849,163.273,141.165,52.2606,-1,1.41574,2.13695,-1.09789,-1.49711,1.70333,0.847661,-1.77734,2.59771,22.6931,13.7652,9.6259,8.60938
741,3,211.589,349.04,57.2963,43.3796,-1,1.25491,-1.4436,-0.37426,-1.49711,0.552222,-2.89744,-1.94488,2.59771,40.9289,13.4873,8.34954,8.60938
742,1,212.872,223.15,-1,-1,-1,-0.672723,-1.4436,-0.37426,-1.49711,-2.14512,-2.89744,-1.94488,2.59771,28.9238,13.4873,8.34954,8.60938
743,4,307.737,234.106,89.6359,80.6588,49.9296,0.772743,-0.414286,0.852001,-0.0229982,2.64076,0.982693,-3.06421,1.53926,33.7193,10.1479,15.1189,9.3732
744,2,139.757,133.716,73.7255,-1,-1,-1.73183,-0.563983,0.852001,-0.0229982,1.04424,3.09174,-3.06421,1.53926,14.5993,10.7041,15.1189,9.3732
745,1,267.38,201.059,-1,-1,-1,-0.307298,-0.563983,0.852001,-0.0229982,0.767444,3.09174,-3.06421,1.53926,21.8266,10.7041,15.1189,9.3732
746,2,205.694,201.219,63.7931,-1,-1,0.444383,0.179591,0.852001,-0.0229982,-0.124973,2.27576,-3.06421,1.53926,21.1775,7.59636,15.1189,9.3732
747,2,273.336,406.937,118.85,-1,-1,1.21576,1.5053,0.852001,-0.0229982,-2.16441,0.584457,-3.06421,1.53926,57.6432,15.4563,15.1189,9.3732
748,3,215.255,145.527,83.0881,54.1414,-1,-1.60456,1.39472,-2.15971,-0.0229982,0.552455,1.96489,-0.374813,1.53926,26.0581,8.21542,10.4059,9.3732
749,4,347.68,337.3,66.6199,61.6241,58.9568,1.35126,2.08288,0.143172,1.02685,0.997305,2.7427,-2.97006,1.77748,28.5112,8.47837,9.81876,13.1962
